fact_id,date_id,state_id,aqi,rainfall_mm,temperature_c,water_quality_index,sanitation_coverage_pct,healthcare_accessibility_score,mosquito_breeding_index,zoonotic_disease_incidence,geographic_risk_score,environmental_risk_score,case_rate_per_100k,hotspot_flag
263,9,7,59.7,230.8,37.9,85.8,84.1,50.8,73.5,15.0,24.4,14.5,119.5,No
264,9,8,97.1,230.0,30.8,62.3,95.0,66.2,70.6,19.5,37.4,28.3,42.2,no
265,9,9,148.3,255.4,29.2,55.9,66.6,56.3,60.8,16.3,41.1,43.7,72.9,N
266,9,10,92.5,320.8,40.9,90.7,78.5,56.2,97.7,9.6,31.2,24.1,158.2,TRUE
267,9,11,127.3,350.8,36.0,85.6,85.6,85.8,78.2,18.0,32.7,30.5,150.4,YES
268,9,12,63.8,284.7,25.6,75.9,69.7,46.8,126.7,29.6,35.5,19.7,103.8,no
269,9,13,92.9,384.6,35.5,55.6,88.8,42.1,69.5,26.5,35.7,32.5,45.7,No
270,9,14,142.8,303.7,40.8,75.1,65.7,48.0,81.8,20.1,42.4,44.6,33.3,N
271,9,15,153.5,312.3,27.4,73.4,64.6,45.3,52.4,21.5,41.8,40.6,229.1,1
272,9,16,59.3,212.1,40.6,76.9,89.0,88.1,40.7,13.6,33.7,21.3,248.2,YES
273,9,17,157.9,234.4,39.1,,71.9,81.4,105.7,16.7,40.1,49.2,11.6,0
274,9,18,98.1,225.6,37.3,89.5,95.5,69.7,121.7,9.7,24.3,28.1,19.7,N
275,9,19,,251.2,33.8,46.7,68.2,73.2,75.5,8.5,42.1,26.1,90.9,no
276,9,20,89.8,358.4,26.9,66.6,68.0,51.6,33.9,5.7,42.2,25.2,19.9,N
277,9,21,125.8,150.3,29.5,41.2,92.0,47.8,71.4,15.5,43.5,39.0,168.6,1
278,9,22,134.4,396.1,27.3,79.0,95.6,77.1,29.5,21.8,28.1,34.5,186.6,yes
279,9,23,97.6,389.7,35.9,75.4,91.4,65.1,86.6,28.6,33.4,27.1,230.0,True
280,9,24,80.6,288.9,30.1,83.4,97.4,68.8,91.7,14.9,24.9,25.7,192.8,Yes
281,9,25,121.7,166.0,28.9,70.6,59.3,73.3,36.3,11.8,45.8,34.1,142.1,NO
282,9,26,128.9,254.0,30.5,85.1,80.6,47.5,152.5,19.0,34.7,32.6,106.8,False
283,9,27,100.1,176.6,27.4,87.3,64.2,45.5,137.3,18.7,38.4,29.1,122.7,FALSE
284,9,28,87.4,233.9,26.9,90.3,84.6,68.3,49.1,10.9,27.8,23.7,221.7,Yes
285,9,29,158.0,297.4,38.3,71.4,,54.1,116.7,13.2,41.1,47.0,33.7,False
286,9,30,141.1,163.1,27.2,49.1,60.9,71.8,131.1,18.9,45.7,49.5,96.1,N
287,9,31,116.7,380.2,38.8,57.6,75.1,65.9,114.6,9.9,43.7,39.2,164.6,True
288,9,32,58.5,198.0,31.7,43.9,87.3,61.4,129.0,1.5,45.4,25.6,11.9,NO
289,10,1,105.4,38.6,26.1,42.4,76.5,70.1,30.2,32.4,48.2,34.0,231.0,True
290,10,2,75.2,35.8,32.7,81.0,69.7,93.0,13.6,7.1,35.1,17.7,44.7,N
291,10,3,155.9,28.5,29.5,64.2,59.1,91.4,27.0,27.0,38.6,49.1,99.4,N
292,10,4,113.4,51.0,33.9,80.9,56.3,69.7,33.3,27.9,35.0,27.4,118.9,FALSE
293,10,5,90.5,1.3,38.3,91.4,58.2,84.5,15.7,20.5,31.2,25.1,99.8,N
294,10,6,147.8,35.9,28.0,82.5,91.8,53.9,27.3,8.8,29.7,44.1,165.8,YES
295,10,7,78.6,23.5,31.2,61.8,65.0,67.8,34.2,18.4,46.6,22.7,204.1,1
296,10,8,,5.7,38.8,69.9,67.1,55.3,25.3,23.6,35.6,25.2,231.8,YES
297,10,9,152.8,34.3,37.5,63.9,,52.7,55.8,15.6,43.6,50.3,121.7,FALSE
298,10,10,82.7,9.9,29.7,73.4,89.3,91.3,36.8,14.4,35.0,29.8,169.6,yes
299,10,11,156.8,22.2,35.3,64.2,87.0,49.1,56.0,14.5,36.0,43.3,174.7,TRUE
300,10,12,117.9,0.7,29.0,43.7,76.8,47.7,25.4,20.7,48.4,37.7,91.6,No
301,10,13,64.4,59.2,33.7,54.9,86.7,41.9,44.2,11.4,33.1,24.2,21.4,0
302,10,14,157.1,46.5,33.3,59.4,67.0,68.3,60.9,9.7,45.6,42.5,94.2,N
303,10,15,84.0,0.7,28.7,54.0,65.2,40.4,13.9,25.0,45.2,28.6,138.5,0
304,10,16,92.9,36.7,34.0,83.4,90.5,64.3,52.5,14.8,27.4,24.0,244.7,True
305,10,17,98.6,35.1,38.8,62.3,,67.5,57.3,17.8,36.2,28.9,127.0,NO
306,10,18,131.0,24.9,33.6,66.8,91.7,46.2,51.8,23.3,31.3,41.6,125.4,no
307,10,19,59.7,6.6,41.0,59.5,84.2,43.4,59.9,32.2,37.7,24.6,35.3,FALSE
308,10,20,154.5,59.5,27.9,74.7,84.5,60.7,59.5,28.9,30.4,44.3,52.4,no
309,10,21,68.9,34.0,33.3,65.4,94.0,78.1,59.3,9.8,30.8,19.6,176.4,True
310,10,22,151.0,38.5,29.0,57.7,59.4,77.4,36.6,14.7,47.4,51.0,93.1,NO
311,10,23,66.5,35.8,35.9,72.7,73.1,79.9,24.3,4.5,40.8,24.2,6.1,No
312,10,24,93.7,47.7,40.1,50.4,89.8,57.1,32.3,21.4,37.6,30.4,10.0,NO
313,10,25,77.0,40.1,31.6,49.2,89.7,56.5,37.3,7.4,36.0,27.5,145.5,0
314,10,26,86.4,28.3,30.8,84.6,95.2,94.2,39.4,17.5,21.7,19.9,128.5,No
315,10,27,,12.0,30.3,74.8,86.0,60.1,22.5,13.2,27.0,42.0,63.2,no
316,10,28,115.0,10.4,29.0,67.3,92.6,92.8,56.8,22.9,30.4,33.4,5.4,N
317,10,29,98.2,20.2,29.3,82.6,73.4,84.6,7.6,9.9,34.2,32.3,206.7,True
318,10,30,,42.8,40.1,84.1,55.2,42.5,39.0,21.4,33.7,44.9,128.7,False
319,10,31,105.0,56.1,26.7,88.1,68.4,49.1,36.6,14.3,30.8,33.3,39.2,FALSE
320,10,32,73.4,52.1,26.4,67.5,78.5,48.3,45.2,23.3,34.6,25.4,199.7,yes
321,11,1,115.2,21.7,13.3,48.9,83.6,80.3,34.4,22.6,38.6,37.7,167.7,Yes
322,11,2,195.8,42.1,16.5,71.5,97.6,61.7,21.1,13.5,28.5,54.0,33.8,NO
323,11,3,213.8,10.5,9.2,64.0,86.9,48.6,21.8,17.5,33.9,65.1,235.8,YES
324,11,4,,7.8,11.5,64.5,65.6,56.0,46.6,24.8,42.5,34.4,8.2,False
325,11,5,219.5,10.5,20.3,,88.5,55.9,33.0,15.1,31.8,59.7,48.7,NO
326,11,6,139.1,47.6,21.8,40.1,61.9,75.4,36.7,10.5,46.9,42.7,13.3,no
327,11,7,156.9,16.4,12.5,75.8,80.3,58.4,31.7,22.4,32.8,39.4,123.5,N
328,11,8,121.2,20.5,17.6,72.4,84.4,90.5,59.0,6.0,37.1,37.9,125.5,N
329,11,9,138.6,1.0,15.9,84.7,74.3,83.6,38.0,25.1,27.6,40.0,66.3,0
330,11,10,,18.1,11.9,59.5,74.1,48.9,54.2,15.1,35.7,61.9,188.0,True
331,11,11,124.2,12.4,8.8,41.2,75.1,68.6,16.4,6.0,48.6,38.2,36.7,FALSE
332,11,12,110.6,10.5,17.2,75.9,73.5,94.1,57.0,17.3,30.9,31.2,56.2,False
333,11,13,169.9,15.1,11.8,52.3,78.4,68.7,39.8,10.7,44.8,55.0,79.0,FALSE
334,11,14,197.5,59.2,13.6,65.4,55.8,88.7,39.5,0.0,41.2,52.3,196.3,TRUE
335,11,15,113.7,57.5,14.9,47.6,97.5,41.3,23.0,18.7,36.8,43.0,215.0,TRUE
336,11,16,251.6,30.6,13.7,56.0,59.1,83.0,60.6,10.8,46.4,71.3,149.6,FALSE
337,11,17,100.7,2.7,9.4,43.2,63.7,78.4,55.8,28.5,43.2,41.2,45.1,No
338,11,18,215.1,55.4,18.4,44.9,91.7,74.7,27.1,12.0,42.7,66.5,194.6,yes
339,11,19,228.8,14.2,18.3,80.0,89.2,59.3,54.5,16.1,32.0,57.7,29.9,no
340,11,20,220.3,24.0,17.1,73.8,80.8,65.8,49.5,21.8,35.7,58.6,36.3,N
341,11,21,113.5,23.8,13.3,82.7,70.6,82.9,11.1,15.3,38.9,30.1,105.0,FALSE
342,11,22,157.4,49.2,17.9,48.1,92.1,57.9,57.4,27.5,33.7,49.3,206.3,1
343,11,23,209.5,36.2,21.4,44.3,91.3,87.9,24.5,14.1,43.2,64.6,61.0,N
344,11,24,243.9,21.2,12.8,,77.4,86.0,44.6,11.6,33.5,68.2,142.7,False
345,11,25,211.5,11.2,15.5,86.2,85.9,53.8,17.5,26.0,23.8,51.5,138.2,NO
346,11,26,89.9,2.1,9.7,49.2,72.6,76.3,8.6,11.5,45.4,32.2,6.0,no
347,11,27,138.6,53.0,8.7,66.3,55.3,65.5,24.2,16.9,44.5,38.5,231.2,Yes
348,11,28,198.9,17.0,15.6,64.7,56.6,48.4,43.6,16.8,43.1,54.8,61.5,False
349,11,29,86.5,41.7,20.9,53.0,63.0,90.8,49.0,17.9,48.2,27.5,59.9,0
350,11,30,220.6,13.8,8.5,40.8,67.0,74.2,60.9,18.6,50.8,67.7,45.8,no
351,11,31,178.5,11.8,17.2,71.5,73.4,76.3,48.0,14.9,41.0,47.6,72.9,FALSE
352,11,32,210.3,25.4,17.6,76.7,80.8,73.6,7.1,27.6,29.4,57.1,167.4,TRUE
353,12,1,105.8,28.7,8.1,44.7,72.6,87.5,51.5,16.7,47.6,32.5,30.4,No
354,12,2,211.4,53.2,13.9,51.3,61.9,55.7,21.6,3.1,46.3,61.4,189.5,Y
355,12,3,214.4,10.5,13.8,61.3,60.3,47.1,61.0,20.5,44.9,63.0,118.7,No
356,12,4,132.4,53.2,12.8,49.8,89.0,74.9,17.4,12.4,35.1,42.0,240.6,YES
357,12,5,101.9,46.8,13.1,92.7,84.6,54.5,45.9,18.8,25.8,22.5,170.0,YES
358,12,6,145.1,49.8,21.0,54.7,67.6,54.8,38.0,12.4,41.8,41.5,124.9,FALSE
359,12,7,137.5,42.3,17.1,72.4,96.9,40.4,18.5,17.6,34.1,35.8,50.8,0
360,12,8,90.9,17.7,18.5,43.5,96.6,65.7,36.4,25.1,33.9,32.8,5.8,0
361,12,9,124.4,51.7,17.2,87.8,75.2,46.4,56.5,3.4,32.4,34.9,244.5,YES
362,12,10,226.6,25.7,16.3,41.2,66.4,46.3,21.8,20.5,45.8,68.1,192.2,Yes
363,12,11,192.9,15.4,14.7,41.8,88.3,80.5,35.2,22.3,44.0,64.4,44.3,no
364,12,12,181.3,26.0,8.2,59.2,,94.1,14.6,15.1,35.8,50.3,229.9,Y
365,12,13,109.5,54.8,9.2,48.5,85.6,79.7,60.3,8.6,43.9,34.4,163.0,1
366,12,14,111.4,15.7,20.0,46.1,66.2,94.1,60.4,15.4,42.7,33.8,91.9,FALSE
367,12,15,248.0,1.8,16.5,70.6,67.9,69.8,40.4,4.5,35.6,70.3,169.3,True
368,12,16,110.0,37.8,10.4,69.1,72.0,61.4,29.0,12.2,41.3,36.6,173.1,YES
369,12,17,156.0,41.2,16.9,,70.5,47.4,46.7,13.2,42.8,47.5,204.4,True
370,12,18,211.9,20.8,20.4,41.5,,76.2,40.5,10.5,45.5,60.3,198.8,YES
371,12,19,246.8,42.2,11.9,64.4,87.3,42.2,52.2,19.2,36.5,73.6,70.4,NO
372,12,20,103.7,8.4,10.6,47.9,89.7,61.3,17.4,10.5,41.1,32.7,71.9,N
373,12,21,207.1,29.7,20.7,66.4,77.0,49.1,61.8,24.0,33.9,59.6,164.9,TRUE
374,12,22,140.0,10.1,11.1,50.3,55.2,81.5,10.7,8.3,44.0,40.9,7.5,FALSE
375,12,23,87.1,53.8,9.3,73.8,69.7,81.7,12.4,16.6,40.4,28.5,167.5,YES
376,12,24,250.1,50.2,11.7,86.7,83.4,89.6,55.1,13.5,32.1,65.0,40.8,FALSE
377,12,25,217.1,28.2,14.8,77.1,,92.2,21.9,19.8,36.5,62.1,35.1,No
378,12,26,97.8,45.3,9.6,58.9,59.9,49.8,22.9,16.7,49.0,32.9,91.6,0
379,12,27,218.6,10.8,16.7,83.0,82.9,83.2,53.3,17.2,26.7,60.6,237.1,TRUE
380,12,28,219.2,32.8,12.2,41.0,74.0,82.7,33.2,15.5,48.8,69.1,192.3,TRUE
381,12,29,250.9,49.3,18.5,43.6,95.4,68.2,55.3,25.4,35.2,70.3,172.8,yes
382,12,30,147.1,50.2,13.0,63.5,85.8,81.1,26.0,29.9,36.3,42.1,19.0,no
383,12,31,160.0,17.6,10.8,50.0,69.1,57.1,28.5,22.3,45.9,51.7,187.5,Yes
384,12,32,187.7,14.2,15.8,84.3,89.4,81.6,39.6,7.9,31.9,54.6,245.0,TRUE
385,13,1,87.8,41.7,13.2,66.3,56.9,76.0,59.5,13.8,42.2,24.2,222.9,Y
386,13,2,210.5,20.8,15.9,62.2,96.2,49.2,33.6,19.8,28.6,63.2,18.6,N
387,13,3,96.9,30.8,11.9,43.6,61.3,87.3,54.7,13.0,49.4,30.7,114.8,N
388,13,4,241.1,51.9,18.5,66.6,79.9,74.8,56.5,9.7,37.1,71.5,93.7,False
389,13,5,143.7,52.4,19.1,53.2,81.6,88.4,42.4,10.3,38.2,46.8,214.3,TRUE
390,13,6,165.8,19.8,10.1,48.7,71.1,79.2,49.3,8.1,41.5,54.3,239.2,Y
391,13,7,165.1,20.3,13.9,87.0,55.9,46.2,16.4,26.7,37.7,41.0,142.3,No
392,13,8,168.0,28.0,15.3,92.6,58.8,64.1,27.2,18.8,35.0,43.5,183.0,Y
393,13,9,215.6,46.9,14.8,43.9,94.1,93.9,29.2,29.7,41.0,61.7,123.3,NO
394,13,10,236.6,8.6,15.9,54.5,83.3,60.3,16.8,17.4,39.6,65.1,58.9,N
395,13,11,124.4,39.4,12.3,74.7,72.4,65.5,47.3,13.4,31.7,39.7,42.1,FALSE
396,13,12,178.0,48.4,11.9,92.8,69.2,75.6,53.5,19.0,32.3,46.3,217.8,YES
397,13,13,104.9,28.9,8.9,83.8,,41.0,19.6,13.4,26.6,28.6,74.4,FALSE
398,13,14,128.4,26.8,8.4,45.5,61.9,84.8,53.7,3.8,45.3,38.2,68.9,NO
399,13,15,182.0,33.3,21.1,85.3,74.3,73.2,12.1,9.4,35.9,47.6,188.5,True
400,13,16,226.7,48.3,9.8,72.9,91.3,65.2,39.5,14.2,28.5,65.7,125.0,False
401,13,17,200.4,38.1,21.1,47.7,71.7,75.2,36.8,22.1,47.6,57.2,162.6,True
402,13,18,85.2,47.9,15.7,46.4,82.1,70.4,7.5,10.5,45.4,30.5,233.1,True
403,13,19,176.7,35.8,15.0,71.1,69.6,52.6,49.9,11.3,37.0,48.1,175.5,1
404,13,20,124.3,19.2,17.8,69.4,96.5,77.0,57.5,6.6,31.0,37.1,108.4,N
405,13,21,215.3,30.5,18.8,91.0,79.7,68.9,51.4,21.0,30.5,56.4,96.1,NO
406,13,22,177.4,52.2,12.0,83.0,73.5,88.4,18.4,9.0,31.8,48.5,34.6,No
407,13,23,116.5,55.5,14.2,61.7,66.9,64.1,43.7,18.6,38.3,39.8,101.9,No
408,13,24,241.7,28.1,20.3,45.9,79.6,44.0,22.0,9.4,43.9,69.5,202.0,Yes
409,13,25,239.3,26.8,13.1,65.6,86.1,70.9,29.0,19.8,37.0,63.1,185.6,YES
410,13,26,139.1,28.1,17.9,52.4,86.9,70.0,12.9,22.4,39.4,40.1,189.5,True
411,13,27,113.1,26.6,15.8,54.8,84.2,43.0,9.9,8.2,38.3,41.9,70.2,False
412,13,28,235.1,6.8,11.3,67.2,83.6,47.7,33.9,21.4,32.0,64.1,18.4,NO
413,13,29,197.1,9.6,10.9,90.4,90.6,45.5,42.6,9.5,23.0,55.3,156.7,Yes
414,13,30,123.6,36.1,18.7,60.7,72.7,74.4,41.6,17.6,37.1,43.1,166.3,True
415,13,31,109.5,25.0,8.9,86.0,68.3,59.7,15.9,18.2,31.7,25.9,12.2,False
416,13,32,172.4,1.1,20.6,60.9,65.6,94.3,26.0,10.1,39.5,51.9,55.2,No
417,14,1,168.9,36.1,10.1,45.7,90.0,63.0,42.1,13.8,38.1,57.4,215.5,TRUE
418,14,2,220.3,34.6,14.0,63.9,84.3,56.3,35.7,19.6,35.4,64.4,66.0,FALSE
419,14,3,214.0,49.1,15.3,77.7,85.0,74.8,48.8,16.0,34.9,55.5,86.7,0
420,14,4,155.0,12.6,15.9,48.9,73.1,69.2,13.0,25.3,44.7,53.9,220.1,yes
421,14,5,128.4,48.5,9.6,58.5,66.0,56.7,26.5,18.2,43.7,40.9,101.9,0
422,14,6,99.0,16.6,8.3,63.1,58.3,66.2,40.0,24.4,41.3,31.5,147.2,no
423,14,7,131.9,32.0,15.8,64.4,,94.5,17.1,12.7,35.4,44.7,65.3,NO
424,14,8,179.7,21.9,13.6,40.1,86.4,48.1,45.8,8.6,40.5,60.6,208.6,Y
425,14,9,109.6,47.0,19.4,47.1,59.9,64.0,33.3,12.7,50.1,34.9,48.3,False
426,14,10,249.9,4.0,21.5,,72.5,82.6,34.6,16.9,34.1,70.7,122.7,no
427,14,11,209.2,10.4,12.1,69.2,55.2,79.3,9.2,24.4,44.3,56.2,240.4,True
428,14,12,241.5,34.0,21.9,49.8,86.5,90.5,18.7,9.5,39.7,73.4,10.8,False
429,14,13,209.9,47.8,13.6,47.1,66.4,77.1,13.6,13.7,45.0,64.3,154.3,1
430,14,14,,56.7,13.6,82.6,96.7,89.5,42.1,20.1,25.3,33.8,192.5,YES
431,14,15,229.7,58.9,16.3,82.4,82.9,81.9,52.2,12.0,28.6,56.1,112.8,NO
432,14,16,180.0,42.3,10.6,47.7,85.9,42.7,61.0,22.4,37.2,55.2,44.9,False
433,14,17,88.7,23.6,9.0,93.0,95.6,77.9,38.2,7.3,25.2,19.8,244.1,YES
434,14,18,128.7,26.5,8.8,68.0,86.7,76.8,9.6,10.8,30.0,41.6,240.1,Y
435,14,19,,42.8,20.7,65.9,88.3,64.8,60.1,16.5,28.7,46.5,86.2,False
436,14,20,249.3,48.6,18.6,64.6,82.0,58.2,58.8,9.9,35.8,65.6,147.0,N
437,14,21,,6.8,18.2,61.1,75.1,66.8,59.7,11.2,35.2,32.2,91.3,FALSE
438,14,22,125.0,29.7,13.5,76.4,69.4,91.9,10.7,15.4,34.9,33.4,36.6,0
439,14,23,165.1,35.6,17.1,50.8,64.8,73.8,47.0,15.3,48.1,51.7,153.9,Y
440,14,24,160.4,33.8,12.2,80.8,87.8,87.5,51.7,13.0,27.1,39.6,157.0,Yes
441,14,25,196.8,31.0,13.8,91.1,94.3,66.2,24.8,15.4,29.3,46.6,134.4,False
442,14,26,223.4,6.1,9.4,79.4,89.5,80.6,52.8,23.2,25.0,59.7,58.7,0
443,14,27,206.6,4.8,18.5,82.4,92.9,94.4,9.0,16.5,28.3,55.0,45.0,NO
444,14,28,230.7,48.0,21.2,71.8,57.9,64.3,8.1,13.3,41.2,64.3,141.8,FALSE
445,14,29,237.8,55.1,15.6,56.1,64.4,65.0,23.3,24.1,41.2,64.6,199.2,1
446,14,30,218.1,54.0,14.7,45.1,91.3,57.4,35.7,22.9,40.2,70.0,132.2,0
447,14,31,221.7,23.8,19.5,55.0,65.8,63.5,41.4,22.0,41.5,64.5,110.3,N
448,14,32,161.3,48.8,20.7,42.7,91.8,71.1,23.2,19.6,37.0,51.8,228.4,Y
449,15,1,58.1,42.5,29.5,60.8,76.2,72.0,18.8,13.8,36.9,19.9,150.6,TRUE
450,15,2,890.2467616655795,18.4,33.0,92.7,87.3,46.7,31.8,9.6,26.8,23.6,248.3,TRUE
451,15,3,154.0,19.3,33.1,64.1,80.4,41.5,17.6,18.7,38.7,41.7,119.5,FALSE
452,15,4,129.2,25.8,40.3,90.6,90.3,55.3,57.2,17.9,21.4,36.3,192.5,Yes
453,15,5,67.7,55.4,32.7,64.7,59.9,49.9,56.6,24.2,42.5,28.7,206.4,TRUE
454,15,6,123.3,39.9,30.5,84.6,79.7,44.2,14.3,17.5,30.7,38.4,216.5,YES
455,15,7,118.7,59.0,24.0,62.3,59.3,52.3,33.9,14.3,44.4,35.0,246.9,Y
456,15,8,110.2,21.4,35.0,41.1,76.3,54.4,50.7,15.8,41.1,35.6,64.3,No
457,15,9,149.9,57.0,37.3,,76.5,53.4,43.1,22.9,34.5,41.8,105.9,False
458,15,10,143.3,35.8,36.6,76.2,58.8,76.5,60.4,9.6,39.3,43.7,78.8,no
459,15,11,,29.4,25.5,73.5,88.4,63.0,34.0,19.9,32.0,23.5,168.9,TRUE
460,15,12,134.7,32.1,28.6,54.6,88.8,86.2,20.9,8.1,36.2,46.1,200.7,TRUE
461,15,13,66.7,10.6,26.3,80.6,76.0,93.9,28.9,27.4,36.4,25.2,130.3,no
462,15,14,62.8,54.5,30.6,91.0,77.1,61.9,10.5,15.2,31.4,22.3,119.9,0
463,15,15,143.9,46.3,34.8,80.0,72.8,87.6,60.1,17.4,33.6,36.3,67.7,no
464,15,16,122.2,24.1,26.5,79.8,94.3,41.1,26.3,15.9,26.3,36.4,41.3,N
465,15,17,55.0,49.9,39.0,59.6,93.9,40.4,30.7,19.0,32.3,19.6,72.4,0
466,15,18,81.2,42.7,40.0,94.3,76.6,62.2,58.6,14.4,28.1,19.9,28.8,NO
467,15,19,77.3,58.6,38.4,63.5,83.5,45.7,60.5,13.0,38.5,28.1,152.4,Yes
468,15,20,111.7,10.2,33.1,93.7,57.4,59.0,53.4,19.4,31.4,25.7,121.5,0
469,15,21,83.7,10.3,38.9,79.8,73.4,49.4,7.5,14.4,32.2,22.6,72.3,no
470,15,22,77.6,4.6,25.4,93.8,,47.5,14.2,27.2,38.0,22.0,242.0,Y
471,15,23,73.8,43.8,25.4,71.6,88.1,46.5,30.9,18.2,31.2,20.4,195.7,yes
472,15,24,59.4,10.4,24.3,84.4,62.2,81.2,38.2,8.1,37.8,22.4,206.5,1
473,15,25,59.9,15.1,40.3,56.1,77.1,94.1,29.1,21.9,37.6,19.8,7.0,FALSE
474,15,26,,4.0,37.2,,83.2,57.6,28.8,12.9,28.2,26.5,51.2,False
475,15,27,76.7,17.8,31.7,81.0,75.8,48.0,22.3,27.5,33.7,23.1,215.2,Yes
476,15,28,136.8,41.6,28.4,54.4,58.8,60.8,44.7,18.0,45.7,38.3,227.0,Yes
477,15,29,109.4,36.5,38.8,57.7,66.2,42.4,47.8,12.1,39.4,31.3,33.3,False
478,15,30,124.9,49.4,35.7,41.1,75.2,50.8,62.7,15.6,42.1,46.0,72.5,NO
479,15,31,107.5,0.7,28.8,,71.1,64.6,15.1,8.6,47.4,35.5,31.5,NO
480,15,32,,34.8,31.8,48.1,59.5,57.8,55.5,24.3,48.3,32.9,127.3,no
481,16,1,157.4,18.0,24.4,55.1,84.3,67.5,48.3,14.9,40.8,45.0,52.3,0
482,16,2,140.3,34.5,38.1,84.9,55.3,56.4,59.0,19.7,39.4,37.5,136.1,no
483,16,3,142.0,14.5,40.5,47.0,97.8,72.8,25.6,14.8,37.8,50.6,195.6,True
484,16,4,81.0,45.6,36.9,40.1,62.3,80.0,55.9,8.4,52.2,33.2,65.6,False
485,16,5,82.6,17.2,39.3,56.0,90.4,67.0,36.1,11.7,32.4,24.5,195.9,Yes
486,16,6,,58.7,32.6,49.9,73.7,41.3,22.9,11.2,38.1,44.9,213.9,1
487,16,7,118.2,36.5,36.5,87.9,85.9,60.2,53.0,9.1,31.6,33.8,132.6,NO
488,16,8,123.5,42.8,26.6,80.4,72.4,82.3,48.1,14.9,34.7,33.4,13.6,no
489,16,9,81.1,58.2,33.9,76.1,57.5,87.8,16.1,19.8,37.9,27.7,137.6,No
490,16,10,72.7,49.5,34.5,41.6,62.1,87.3,57.5,9.6,53.0,27.2,167.2,True
491,16,11,153.5,54.7,37.5,66.8,81.3,45.3,26.9,26.5,32.8,42.6,130.8,FALSE
492,16,12,128.2,43.4,37.4,67.8,71.8,75.4,53.5,9.6,37.8,35.8,154.4,True
493,16,13,86.4,15.6,38.9,94.1,68.9,81.4,14.0,17.8,33.4,19.4,244.8,Yes
494,16,14,89.6,56.6,36.7,60.6,89.7,54.1,51.0,20.6,30.4,30.4,204.4,Yes
495,16,15,61.7,50.0,27.5,87.6,87.8,61.1,33.0,13.7,26.6,20.0,230.5,Yes
496,16,16,148.2,18.1,36.7,71.4,96.3,91.7,34.2,19.1,28.6,37.9,214.8,yes
497,16,17,99.6,27.2,26.6,82.8,,66.6,57.2,17.7,30.0,32.8,247.6,yes
498,16,18,136.9,2.1,24.9,72.8,61.2,93.0,33.5,17.8,43.7,41.8,168.7,Y
499,16,19,80.5,14.4,29.2,55.0,55.1,76.8,47.4,2.8,43.5,28.1,74.9,No
500,16,20,103.0,32.3,39.6,79.1,58.4,54.5,18.9,22.1,38.6,29.6,48.8,N
501,16,21,87.3,4.5,28.2,90.0,64.4,68.3,59.3,7.9,28.7,26.3,112.5,no
502,16,22,114.4,14.9,29.4,43.2,74.9,93.8,27.8,13.8,46.7,36.4,203.8,True
503,16,23,150.5,57.2,28.1,46.9,61.1,84.6,34.3,21.4,43.6,48.2,52.8,0
504,16,24,104.8,38.1,40.9,87.4,81.5,50.0,12.5,33.7,29.3,28.7,167.3,TRUE
505,16,25,137.3,39.7,40.1,44.1,96.3,59.0,43.3,16.2,40.9,42.3,127.4,FALSE
506,16,26,112.6,8.6,37.8,57.6,96.2,47.7,40.0,16.7,35.7,32.0,235.1,TRUE
507,16,27,66.7,36.0,27.8,70.9,58.4,82.6,44.9,19.5,42.8,20.8,211.0,TRUE
508,16,28,101.4,54.9,37.8,65.5,78.9,46.5,42.1,18.4,37.5,28.5,96.1,No
509,16,29,81.4,17.6,32.2,44.5,64.2,61.2,44.6,21.4,49.3,34.1,189.8,1
510,16,30,64.4,4.6,30.3,74.4,60.1,45.7,56.6,13.2,42.8,19.8,131.7,No
511,16,31,89.7,7.8,32.8,84.1,72.9,66.2,31.3,14.1,33.9,23.1,146.6,NO
512,16,32,72.8,9.3,29.8,82.4,60.3,52.8,55.7,17.7,41.9,26.1,249.6,1
513,17,1,122.0,7.7,36.1,48.6,75.4,45.5,22.4,7.6,44.0,39.3,212.7,TRUE
514,17,2,133.0,8.8,32.8,64.9,80.8,53.7,30.1,24.5,36.4,40.7,55.4,0
515,17,3,58.0,59.8,33.4,43.5,66.9,66.8,47.3,29.5,44.8,29.8,101.7,0
516,17,4,146.3,12.6,25.0,80.4,75.5,70.3,25.5,23.7,29.8,36.2,243.9,TRUE
517,17,5,152.9,23.2,24.7,60.6,55.9,68.9,53.7,37.7,46.7,44.8,155.7,True
518,17,6,103.7,39.4,35.1,45.0,77.7,40.6,63.0,31.4,44.5,35.5,183.8,TRUE
519,17,7,56.2,47.6,31.9,92.4,84.0,58.7,49.4,36.9,25.9,16.4,25.4,FALSE
520,17,8,153.3,7.8,36.9,89.4,80.5,74.1,26.9,24.4,29.1,36.5,109.6,No
521,17,9,80.7,2.2,35.9,48.7,72.0,40.5,49.1,44.1,45.0,30.5,244.1,yes
522,17,10,87.1,22.4,25.1,61.1,83.4,70.8,30.9,32.8,32.1,33.9,246.6,yes
523,17,11,108.7,11.5,37.6,60.6,78.6,83.5,32.9,34.6,42.5,30.8,112.9,FALSE
524,17,12,99.7,29.7,32.1,49.4,65.4,69.5,8.4,34.4,40.6,33.1,81.1,No
525,17,13,102.8,42.7,34.8,89.8,55.3,66.5,26.9,15.2,35.3,31.2,166.2,Yes
526,17,14,147.5,14.6,28.8,64.8,73.8,71.2,24.9,19.7,36.1,45.4,84.5,no
