fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
1792,10,11,4,53.9,136077.0,106180.0,32118,11105012.0,16400342,40476246,8505353,25445,10340,72.8,58.1
1793,10,11,5,82.5,129349.0,71121.0,11684,9846489.0,16400342,40476246,8505353,11418,4120,65.1,51.5
1794,10,11,6,57.5,107334.0,82302.0,10576,11343274.0,16400342,40476246,8505353,17021,13373,46.6,63.4
1795,10,12,1,49.0,102221.0,91856.0,10215,8492909.0,10630519,21062823,4471733,21432,6218,56.9,62.6
1796,10,12,2,93.3,99267.0,,13428,6509672.0,10630519,21062823,4471733,10276,8627,50.1,53.9
1797,10,12,3,74.9,31225.0,17758.0,3295,7811649.0,10630519,21062823,4471733,2218,1439,64.0,84.0
1798,10,12,4,78.6,62384.0,26767.0,5637,6860972.0,10630519,21062823,4471733,6218,3292,18.9,73.9
1799,10,12,5,61.6,49177.0,35921.0,4217,9720136.0,10630519,21062823,4471733,5100,2638,53.8,40.0
1800,10,12,6,57.0,35266.0,22270.0,7274,6625210.0,10630519,21062823,4471733,4983,1568,42.8,52.1
1801,10,13,1,55.8,105489.0,51294.0,8022,18680325.0,22083231,53470105,7873947,4711,5355,23.9,66.2
1802,10,13,2,61.0,236865.0,179952.0,61275,16258783.0,22083231,53470105,7873947,26907,10938,34.8,23.2
1803,10,13,3,70.1,222200.0,139059.0,29480,17887962.0,22083231,53470105,7873947,31188,14196,33.8,93.4
1804,10,13,4,72.1,145595.0,111932.0,37718,17683904.0,22083231,53470105,7873947,9964,9259,74.5,77.6
1805,10,13,5,40.0,244976.0,171896.0,32761,16713692.0,22083231,53470105,7873947,42807,12754,79.7,42.5
1806,10,13,6,36.7,250982.0,190938.0,66655,21564047.0,22083231,53470105,7873947,29653,21980,37.4,59.5
1807,10,14,1,93.1,136544.0,100468.0,12825,34081304.0,36680551,75656936,10987455,6725,10014,,20.4
1808,10,14,2,71.7,272269.0,145900.0,33706,26981026.0,36680551,75656936,10987455,23541,17870,36.8,62.1
1809,10,14,3,50.9,139144.0,111693.0,12488,24973616.0,36680551,75656936,10987455,14658,11223,0.0,61.0
1810,10,14,4,59.0,182288.0,162693.0,23437,29688302.0,36680551,75656936,10987455,36100,24174,58.0,73.0
1811,10,14,5,59.3,247237.0,124249.0,21924,33763370.0,36680551,75656936,10987455,26880,18289,94.1,69.3
1812,10,14,6,43.1,364794.0,273975.0,89920,34667855.0,36680551,75656936,10987455,39714,48152,67.8,38.1
1813,10,15,1,56.3,3487.0,2228.0,253,714111.0,772411,1852459,334618,512,109,68.7,40.2
1814,10,15,2,91.3,2521.0,1429.0,330,481795.0,772411,1852459,334618,140,187,52.6,42.9
1815,10,15,3,97.5,2938.0,2520.0,616,727413.0,772411,1852459,334618,314,155,63.0,91.0
1816,10,15,4,41.7,7832.0,6930.0,1040,,772411,1852459,334618,543,865,52.0,76.3
1817,10,15,5,62.5,6399.0,4355.0,1468,,772411,1852459,334618,1081,241,42.1,62.3
1818,10,15,6,77.8,9286.0,5597.0,1138,635051.0,772411,1852459,334618,697,744,37.1,75.2
1819,10,16,1,93.1,7663.0,5753.0,1602,617289.0,896345,1904628,340726,548,888,62.7,38.5
1820,10,16,2,61.6,9553.0,5735.0,1194,636909.0,896345,1904628,340726,1087,660,60.0,49.1
1821,10,16,3,77.0,5688.0,4631.0,1322,723117.0,896345,1904628,340726,446,785,88.3,67.3
1822,10,16,4,71.3,5906.0,,648,790521.0,896345,1904628,340726,225,406,31.4,76.0
1823,10,16,5,42.6,3355.0,2128.0,678,829505.0,896345,1904628,340726,527,111,75.2,73.2
1824,10,16,6,71.2,,3760.0,615,849363.0,896345,1904628,340726,923,384,8.9,80.9
1825,10,17,1,85.5,2907.0,1549.0,257,242078.0,357245,723247,126370,93,273,46.0,61.6
1826,10,17,2,63.2,2449.0,993.0,288,315670.0,357245,723247,126370,137,63,100.0,90.1
1827,10,17,3,97.6,716.0,398.0,74,328609.0,357245,723247,126370,76,66,22.4,50.9
1828,10,17,4,84.4,1295.0,756.0,91,,357245,723247,126370,121,129,16.0,23.2
1829,10,17,5,71.0,1025.0,469.0,117,236670.0,357245,723247,126370,45,19,89.6,85.1
1830,10,17,6,93.8,2041.0,1012.0,123,324268.0,357245,723247,126370,162,114,37.9,60.8
1831,10,18,1,47.7,3685.0,3251.0,923,425859.0,658893,1235117,248483,216,145,50.4,56.4
1832,10,18,2,69.9,3232.0,2405.0,834,584786.0,658893,1235117,248483,422,398,67.7,62.0
1833,10,18,3,92.5,5320.0,3547.0,1105,524230.0,658893,1235117,248483,763,523,,49.7
1834,10,18,4,83.8,6556.0,4406.0,817,639168.0,658893,1235117,248483,623,656,45.4,44.2
1835,10,18,5,53.0,1317.0,781.0,155,447235.0,658893,1235117,248483,105,84,20.0,44.0
1836,10,18,6,91.9,3460.0,2195.0,713,578561.0,658893,1235117,248483,449,224,25.3,40.6
1837,10,19,1,54.3,116362.0,101495.0,23708,11351024.0,12475657,27546938,6202974,20567,7462,86.4,58.4
1838,10,19,2,87.5,43082.0,18011.0,5700,8285303.0,12475657,27546938,6202974,4060,1603,44.2,70.0
1839,10,19,3,91.2,107230.0,79118.0,16822,8669380.0,12475657,27546938,6202974,11562,5098,47.4,52.8
1840,10,19,4,85.9,36273.0,27240.0,3868,12161689.0,12475657,27546938,6202974,4236,3815,42.1,55.5
1841,10,19,5,84.0,67509.0,57341.0,10356,11369004.0,12475657,27546938,6202974,5870,4005,60.1,69.1
1842,10,19,6,49.5,125620.0,67464.0,19039,10361727.0,12475657,27546938,6202974,6617,11583,67.7,80.3
1843,10,20,1,73.3,65054.0,52518.0,5929,7710394.0,8191439,17806181,3854429,6163,5943,81.6,84.1
1844,10,20,2,92.4,83174.0,45160.0,8741,5810520.0,8191439,17806181,3854429,-10307,7921,37.7,67.8
1845,10,20,3,92.4,20133.0,8918.0,2832,5315583.0,8191439,17806181,3854429,2032,1329,41.5,33.4
1846,10,20,4,48.8,25452.0,,4728,5647345.0,8191439,17806181,3854429,1804,2375,56.4,100.0
1847,10,20,5,86.5,33827.0,17004.0,4102,5383070.0,8191439,17806181,3854429,3601,1191,57.8,43.5
1848,10,20,6,98.3,31697.0,19333.0,5575,6197609.0,8191439,17806181,3854429,2539,631,39.9,46.0
1849,10,21,1,43.2,123374.0,75307.0,19796,13167426.0,20525280,49895780,9075063,18814,11021,30.1,30.0
1850,10,21,2,68.7,159272.0,136895.0,44698,19392332.0,20525280,49895780,9075063,7701,23551,56.2,64.8
1851,10,21,3,77.8,167075.0,145088.0,37703,12618485.0,20525280,49895780,9075063,12449,21558,43.5,33.6
1852,10,21,4,88.8,202162.0,175750.0,39672,16040439.0,20525280,49895780,9075063,20052,23831,43.4,8.7
1853,10,21,5,45.6,125560.0,82913.0,13850,13142226.0,20525280,49895780,9075063,9207,6510,3.1,67.6
1854,10,21,6,71.1,207768.0,88236.0,14419,16311244.0,20525280,49895780,9075063,20912,15339,33.5,97.2
1855,10,22,1,72.0,1800.0,1537.0,189,164612.0,171162,413129,57553,326,64,24.5,49.6
1856,10,22,2,62.7,1161.0,815.0,236,132732.0,171162,413129,57553,202,129,,33.5
1857,10,22,3,38.1,893.0,412.0,53,132137.0,171162,413129,57553,38,26,42.0,72.5
1858,10,22,4,40.1,843.0,725.0,135,109610.0,171162,413129,57553,180,42,50.5,60.6
1859,10,22,5,38.7,468.0,375.0,94,140317.0,171162,413129,57553,86,51,29.3,47.9
1860,10,22,6,54.7,1183.0,951.0,121,116286.0,171162,413129,57553,86,66,47.7,36.3
1861,10,23,1,56.5,203950.0,95792.0,16817,14754563.0,22815746,46496896,8949648,10094,11288,41.1,31.6
1862,10,23,2,87.0,147858.0,117742.0,13619,20416708.0,22815746,46496896,8949648,10913,5179,58.9,51.4
1863,10,23,3,67.9,118308.0,73598.0,17291,,22815746,46496896,8949648,11868,5836,48.9,66.3
1864,10,23,4,36.0,158585.0,79812.0,27685,15563637.0,22815746,46496896,8949648,13845,6827,45.0,46.8
1865,10,23,5,41.6,45030.0,33642.0,4828,15508785.0,22815746,46496896,8949648,5266,5625,,61.4
1866,10,23,6,55.8,181868.0,163608.0,45555,17188196.0,22815746,46496896,8949648,34890,19656,42.0,49.9
1867,10,24,1,90.4,62077.0,26804.0,6845,6625558.0,10915800,24206395,4433898,6127,4490,10.0,15.8
1868,10,24,2,43.5,,19318.0,3813,8189127.0,10915800,24206395,4433898,2958,1494,39.3,59.9
1869,10,24,3,98.3,66632.0,27654.0,5445,7133914.0,10915800,24206395,4433898,4022,4392,82.0,60.8
1870,10,24,4,64.6,117036.0,101242.0,33775,7178401.0,10915800,24206395,4433898,23582,15128,21.0,57.6
1871,10,24,5,59.8,86027.0,75339.0,22094,7322783.0,10915800,24206395,4433898,11297,3636,54.3,56.0
1872,10,24,6,94.7,61542.0,50847.0,9323,8083033.0,10915800,24206395,4433898,4699,1780,66.7,54.8
1873,10,25,1,73.8,2174.0,914.0,202,806596.0,1165320,2343249,458566,60,163,33.6,42.7
1874,10,25,2,71.9,2455.0,2162.0,421,829211.0,1165320,2343249,458566,383,335,45.4,57.2
1875,10,25,3,39.4,8828.0,4998.0,890,708081.0,1165320,2343249,458566,1063,566,10.4,20.6
1876,10,25,4,90.5,11903.0,10081.0,2613,1023239.0,1165320,2343249,458566,1401,1397,33.8,55.8
1877,10,25,5,51.7,3771.0,3250.0,788,1080052.0,1165320,2343249,458566,708,386,24.6,31.6
1878,10,25,6,140.0,9737.0,5078.0,1501,898877.0,1165320,2343249,458566,704,559,64.0,15.3
1879,10,26,1,66.5,410678.0,365716.0,95524,62758250.0,66996660,136307615,23593944,56643,24859,49.1,24.9
1880,10,26,2,82.7,164082.0,88120.0,30214,60440179.0,66996660,136307615,23593944,15787,9936,48.3,61.4
1881,10,26,3,57.3,368538.0,246794.0,54865,61482931.0,66996660,136307615,23593944,50472,10566,21.0,59.2
1882,10,26,4,75.2,178554.0,89120.0,27913,42585199.0,66996660,136307615,23593944,12318,12315,57.9,50.3
1883,10,26,5,49.6,232446.0,205811.0,53797,64919282.0,66996660,136307615,23593944,13816,24314,44.1,80.5
1884,10,26,6,83.4,224976.0,95869.0,13816,50270702.0,66996660,136307615,23593944,8623,4789,32.9,60.5
1885,10,27,1,70.5,15874.0,10440.0,2623,,5355469,11175395,1816427,1208,876,76.9,89.0
1886,10,27,2,93.0,31032.0,12540.0,1690,3972951.0,5355469,11175395,1816427,1140,2093,33.3,81.4
1887,10,27,3,65.6,55880.0,48276.0,13187,4688105.0,5355469,11175395,1816427,2932,6582,31.5,58.3
1888,10,27,4,91.9,44471.0,17792.0,4189,4260811.0,5355469,11175395,1816427,4109,1527,37.5,55.4
1889,10,27,5,82.3,39078.0,25120.0,6375,4499778.0,5355469,11175395,1816427,2069,1045,69.8,54.1
1890,10,27,6,97.2,13658.0,11100.0,1834,4609043.0,5355469,11175395,1816427,1116,1753,54.6,47.9
1891,10,28,1,40.8,82381.0,,20751,17083195.0,27656913,58781084,11839635,17085,3049,30.3,80.5
1892,10,28,2,40.8,118205.0,75250.0,24739,23731847.0,27656913,58781084,11839635,16728,3640,88.9,86.2
1893,10,28,3,80.8,100831.0,40522.0,9733,20751997.0,27656913,58781084,11839635,4072,5386,44.4,36.2
1894,10,28,4,45.6,134272.0,82192.0,25536,20389402.0,27656913,58781084,11839635,18310,9831,44.2,54.2
1895,10,28,5,37.3,73574.0,57994.0,9118,19736866.0,27656913,58781084,11839635,4728,4630,31.7,71.7
1896,10,28,6,77.1,274519.0,,14558,27024477.0,27656913,58781084,11839635,29017,7062,,33.5
1897,10,29,1,94.5,65394.0,42501.0,11997,6503868.0,9529076,18195247,3673916,8042,2709,40.4,73.2
1898,10,29,2,75.3,39426.0,29578.0,6751,8016313.0,9529076,18195247,3673916,5858,2936,40.0,53.4
1899,10,29,3,70.9,84900.0,58146.0,17061,7602956.0,9529076,18195247,3673916,7471,8076,76.8,74.1
1900,10,29,4,36.2,,43823.0,13155,8662162.0,9529076,18195247,3673916,6895,6067,44.9,39.7
1901,10,29,5,45.2,62254.0,31008.0,5375,7051382.0,9529076,18195247,3673916,1940,1862,29.6,59.2
1902,10,29,6,43.4,23819.0,17607.0,5597,6726469.0,9529076,18195247,3673916,3507,2032,29.6,73.7
1903,10,30,1,39.9,21838.0,8789.0,2970,2400081.0,3779322,8423015,1675050,1790,707,40.4,63.6
1904,10,30,2,98.7,31906.0,20110.0,5990,3090298.0,3779322,8423015,1675050,3038,2242,16.5,67.0
1905,10,30,3,62.4,29458.0,,4602,2921623.0,3779322,8423015,1675050,2139,2385,43.9,66.2
1906,10,30,4,36.4,9412.0,6434.0,727,3206655.0,3779322,8423015,1675050,1373,620,49.2,46.3
1907,10,30,5,63.0,24720.0,,4092,3596693.0,3779322,8423015,1675050,3997,1583,38.8,60.2
1908,10,30,6,45.2,,8133.0,1837,2908973.0,3779322,8423015,1675050,1333,855,34.4,78.2
1909,10,31,1,35.3,320.0,217.0,70,45649.0,75449,181011,40062,27,31,55.3,95.2
1910,10,31,2,41.1,309.0,241.0,67,63195.0,75449,181011,40062,47,43,21.4,39.4
1911,10,31,3,58.2,518.0,249.0,54,69696.0,75449,181011,40062,41,42,,65.9
1912,10,31,4,43.4,,655.0,214,45318.0,75449,181011,40062,157,70,50.9,56.8
1913,10,31,5,60.1,328.0,239.0,39,46557.0,75449,181011,40062,24,26,12.9,23.9
1914,10,31,6,52.6,750.0,576.0,164,48430.0,75449,181011,40062,49,95,51.9,13.9
1915,10,32,1,52.9,4415.0,3610.0,946,272365.0,444861,832823,192266,389,606,60.0,50.0
1916,10,32,2,48.3,2830.0,1653.0,458,269827.0,444861,832823,192266,229,185,48.5,63.5
1917,10,32,3,49.9,2750.0,2460.0,580,298797.0,444861,832823,192266,322,208,68.6,52.1
1918,10,32,4,61.9,1191.0,975.0,275,285839.0,444861,832823,192266,177,81,32.3,85.5
1919,10,32,5,58.9,2800.0,2013.0,395,356426.0,444861,832823,192266,196,324,52.5,53.7
1920,10,32,6,56.2,1772.0,1251.0,424,330099.0,444861,832823,192266,308,152,45.4,72.4
1921,11,1,1,43.3,46634.0,39244.0,7634,9586001.0,13913581,31925313,5679375,4525,3438,46.8,86.6
1922,11,1,2,38.9,154814.0,64014.0,18525,11941145.0,13913581,31925313,5679375,8082,4468,27.3,33.1
1923,11,1,3,56.1,,27957.0,9489,12050980.0,13913581,31925313,5679375,6476,3470,24.4,71.4
1924,11,1,4,67.6,83591.0,47602.0,9919,11065701.0,13913581,31925313,5679375,8963,2943,53.6,48.8
1925,11,1,5,76.9,141015.0,88706.0,27094,9066076.0,13913581,31925313,5679375,17054,14940,23.3,40.7
1926,11,1,6,46.3,60900.0,39043.0,6776,9874709.0,13913581,31925313,5679375,7382,3483,10.3,44.5
1927,11,2,1,95.6,3665.0,1740.0,456,293469.0,397403,906676,157767,295,83,41.4,33.8
1928,11,2,2,57.3,1249.0,735.0,223,253548.0,397403,906676,157767,50,119,64.3,66.5
1929,11,2,3,57.3,1218.0,997.0,295,342058.0,397403,906676,157767,114,52,77.7,46.4
1930,11,2,4,37.1,2287.0,1548.0,514,351875.0,397403,906676,157767,140,52,18.4,53.0
1931,11,2,5,38.4,2331.0,1929.0,323,255717.0,397403,906676,157767,400,120,41.8,100.0
1932,11,2,6,49.5,2407.0,1828.0,279,382542.0,397403,906676,157767,449,173,48.2,59.1
1933,11,3,1,44.6,70932.0,44602.0,15198,5918752.0,8826351,20034590,4968254,3156,4608,70.2,46.7
1934,11,3,2,69.6,51637.0,31739.0,10702,8528552.0,8826351,20034590,4968254,4887,1236,55.2,40.2
1935,11,3,3,63.5,46641.0,27404.0,6444,8304554.0,8826351,20034590,4968254,4562,4556,59.6,28.4
1936,11,3,4,81.4,93235.0,68007.0,10324,5800304.0,8826351,20034590,4968254,12594,9288,33.1,54.4
1937,11,3,5,92.3,35895.0,16356.0,4569,8401010.0,8826351,20034590,4968254,1141,1794,67.9,38.1
1938,11,3,6,96.4,33808.0,19674.0,2357,7877755.0,8826351,20034590,4968254,2815,1256,58.2,93.6
1939,11,4,1,88.7,280674.0,231062.0,44686,30020232.0,36117266,77206457,12485469,48345,15591,40.4,100.0
1940,11,4,2,77.5,308998.0,232900.0,74147,33572987.0,36117266,77206457,12485469,43247,26183,54.9,77.4
1941,11,4,3,44.6,232283.0,167568.0,43010,35020170.0,36117266,77206457,12485469,31934,10102,57.2,64.6
1942,11,4,4,55.1,212876.0,155381.0,19068,22937815.0,36117266,77206457,12485469,31274,24356,,78.4
1943,11,4,5,68.9,302654.0,187029.0,26545,26602947.0,36117266,77206457,12485469,13507,13396,1.7,48.0
1944,11,4,6,80.2,70389.0,32520.0,5727,25145408.0,36117266,77206457,12485469,1911,1133,32.2,25.5
1945,11,5,1,52.0,32450.0,19150.0,2449,5332532.0,7403718,16252863,2484325,2392,808,58.3,60.8
1946,11,5,2,86.3,38480.0,34485.0,5917,7058136.0,7403718,16252863,2484325,3668,2364,80.7,91.8
1947,11,5,3,95.2,55808.0,31579.0,9188,5737741.0,7403718,16252863,2484325,5310,1244,37.7,61.7
1948,11,5,4,63.2,78151.0,68991.0,8797,5879947.0,7403718,16252863,2484325,14949,3959,59.7,35.9
1949,11,5,5,88.5,16306.0,11439.0,2613,6108463.0,7403718,16252863,2484325,2562,1553,44.3,17.0
1950,11,5,6,71.5,53541.0,28791.0,6415,6489901.0,7403718,16252863,2484325,3402,3277,56.3,55.1
1951,11,6,1,87.4,1997.0,1537.0,285,410879.0,443853,959918,131248,312,192,45.9,43.1
1952,11,6,2,96.1,4442.0,2789.0,942,360759.0,443853,959918,131248,394,127,85.1,79.3
1953,11,6,3,71.3,4089.0,2311.0,401,430936.0,443853,959918,131248,526,78,51.1,77.4
1954,11,6,4,35.1,2062.0,1761.0,297,373859.0,443853,959918,131248,304,69,23.9,32.3
1955,11,6,5,96.2,882.0,611.0,156,,443853,959918,131248,70,67,39.9,57.1
1956,11,6,6,71.8,3671.0,1935.0,206,314765.0,443853,959918,131248,246,328,34.4,58.3
1957,11,7,1,61.1,90911.0,42094.0,12729,12142059.0,18762704,43109104,9220412,3421,6566,53.3,65.1
1958,11,7,2,77.0,43055.0,19981.0,2413,15747487.0,18762704,43109104,9220412,4013,2316,,51.3
1959,11,7,3,39.0,169830.0,147822.0,26655,11698132.0,18762704,43109104,9220412,24446,9325,22.0,35.8
1960,11,7,4,43.7,75914.0,59459.0,15498,12049090.0,18762704,43109104,9220412,3041,7461,56.8,38.9
1961,11,7,5,56.6,195292.0,160032.0,38237,14401550.0,18762704,43109104,9220412,33988,23871,47.0,34.7
1962,11,7,6,79.2,150576.0,106507.0,25358,14896225.0,18762704,43109104,9220412,11172,16511,65.2,66.9
1963,11,8,1,40.4,59092.0,25676.0,4275,5495396.0,8245396,16233666,2424416,3398,4172,49.7,57.4
1964,11,8,2,72.7,31152.0,20799.0,5815,4965590.0,8245396,16233666,2424416,1065,1703,36.2,62.2
1965,11,8,3,69.3,71491.0,42413.0,14316,7504318.0,8245396,16233666,2424416,2260,1517,65.0,0.0
1966,11,8,4,37.1,25664.0,21385.0,2534,7508625.0,8245396,16233666,2424416,3854,2278,43.8,59.0
1967,11,8,5,95.0,40932.0,16747.0,5716,6275144.0,8245396,16233666,2424416,2488,1468,67.4,87.9
1968,11,8,6,92.9,21032.0,12531.0,3470,6296070.0,8245396,16233666,2424416,2450,815,36.7,65.7
1969,11,9,1,73.0,16841.0,12231.0,4134,1225693.0,1970598,4596529,665927,972,1608,54.1,46.4
1970,11,9,2,64.6,10669.0,7794.0,1893,1517652.0,1970598,4596529,665927,561,338,69.1,57.3
1971,11,9,3,87.6,8264.0,5931.0,2057,1359340.0,1970598,4596529,665927,1467,507,36.4,71.3
1972,11,9,4,84.5,11249.0,9238.0,2084,1249788.0,1970598,4596529,665927,1966,640,27.4,96.9
1973,11,9,5,85.6,20786.0,15480.0,2529,1882140.0,1970598,4596529,665927,2004,2275,52.3,0.0
1974,11,9,6,76.8,10853.0,4781.0,1276,1358228.0,1970598,4596529,665927,905,159,34.5,82.0
1975,11,10,1,84.3,43412.0,25478.0,8365,8954806.0,9564464,22992975,3525897,4078,1988,66.1,50.4
1976,11,10,2,58.3,86159.0,36928.0,6987,7398461.0,9564464,22992975,3525897,2298,3327,72.7,44.0
1977,11,10,3,66.0,109072.0,55375.0,15013,,9564464,22992975,3525897,3298,6220,68.8,57.3
1978,11,10,4,80.5,20280.0,9702.0,1745,7891409.0,9564464,22992975,3525897,2255,654,16.5,37.4
1979,11,10,5,60.6,28275.0,24595.0,2809,7475288.0,9564464,22992975,3525897,4710,2833,25.3,62.1
1980,11,10,6,77.2,51253.0,29497.0,4739,7727462.0,9564464,22992975,3525897,3030,2749,50.5,75.4
1981,11,11,1,44.3,187314.0,130624.0,15969,14686045.0,18575651,39808349,8273615,22136,9889,49.8,55.3
1982,11,11,2,58.9,116887.0,93144.0,17844,15198785.0,18575651,39808349,8273615,6197,6775,32.4,40.6
1983,11,11,3,79.2,145703.0,63542.0,19254,15777176.0,18575651,39808349,8273615,8009,5314,56.5,56.7
1984,11,11,4,62.1,128747.0,63589.0,17301,17645170.0,18575651,39808349,8273615,4700,7864,49.3,59.0
1985,11,11,5,84.4,58214.0,40109.0,12004,15306555.0,18575651,39808349,8273615,8912,5999,30.5,65.6
1986,11,11,6,56.4,54936.0,33978.0,10576,14629119.0,18575651,39808349,8273615,7867,4997,38.0,96.0
1987,11,12,1,54.1,35352.0,19000.0,6158,6740994.0,8800644,21682671,2877285,3562,3099,49.4,50.7
1988,11,12,2,98.6,18955.0,7591.0,1236,5792345.0,8800644,21682671,2877285,1396,382,71.5,45.7
1989,11,12,3,87.7,29063.0,13931.0,4258,8086408.0,8800644,21682671,2877285,1400,1453,54.4,45.0
1990,11,12,4,68.5,67458.0,33543.0,4573,7519956.0,8800644,21682671,2877285,4026,1420,32.7,41.3
1991,11,12,5,42.7,77835.0,67780.0,19166,6770042.0,8800644,21682671,2877285,7544,6883,27.3,14.0
1992,11,12,6,84.1,30202.0,,3189,7785515.0,8800644,21682671,2877285,1482,1489,54.8,65.1
1993,11,13,1,96.3,187142.0,112814.0,30952,19021731.0,21385977,50402585,8130669,15991,18313,44.7,52.5
1994,11,13,2,62.6,191379.0,135764.0,37516,16507269.0,21385977,50402585,8130669,26486,10238,49.0,33.6
1995,11,13,3,61.2,58778.0,52065.0,10504,18826140.0,21385977,50402585,8130669,9039,3598,79.0,33.3
1996,11,13,4,70.0,151835.0,120755.0,31171,20090770.0,21385977,50402585,8130669,12693,13482,82.6,71.1
1997,11,13,5,42.0,207306.0,108486.0,15864,16940048.0,21385977,50402585,8130669,16220,5304,51.1,43.9
1998,11,13,6,44.7,153731.0,68504.0,13095,13908192.0,21385977,50402585,8130669,13223,11896,58.7,52.4
1999,11,14,1,85.9,98735.0,87875.0,14697,19817609.0,30857115,68847826,12958350,21821,3896,47.6,43.9
2000,11,14,2,42.1,168126.0,97482.0,27164,26030028.0,30857115,68847826,12958350,7513,15413,26.2,69.7
2001,11,14,3,37.0,119332.0,61716.0,15898,23887934.0,30857115,68847826,12958350,13844,7699,55.0,44.2
2002,11,14,4,37.1,259080.0,140535.0,21291,27084799.0,30857115,68847826,12958350,10648,10403,52.1,66.4
2003,11,14,5,78.4,351202.0,188786.0,23983,20037403.0,30857115,68847826,12958350,19218,28262,57.6,32.0
2004,11,14,6,87.6,276590.0,112466.0,11647,28129299.0,30857115,68847826,12958350,9613,10579,40.9,92.8
2005,11,15,1,59.5,7610.0,6691.0,1420,626784.0,848145,1912312,293244,1126,965,48.2,58.0
2006,11,15,2,95.8,8123.0,7026.0,2188,611309.0,848145,1912312,293244,710,1092,74.2,43.5
2007,11,15,3,56.1,3067.0,2434.0,673,796858.0,848145,1912312,293244,360,337,45.4,84.9
2008,11,15,4,50.8,7628.0,6769.0,1525,789677.0,848145,1912312,293244,1300,249,20.9,62.6
2009,11,15,5,51.4,3572.0,3196.0,359,615292.0,848145,1912312,293244,641,183,28.6,44.6
2010,11,15,6,94.0,5894.0,5055.0,802,696996.0,848145,1912312,293244,361,734,20.5,63.8
2011,11,16,1,77.3,9396.0,5814.0,1339,956943.0,991044,2115820,455190,467,539,40.0,78.8
2012,11,16,2,54.4,1765.0,,181,959969.0,991044,2115820,455190,350,146,,100.0
2013,11,16,3,56.5,1889.0,1222.0,387,,991044,2115820,455190,247,85,52.4,93.7
2014,11,16,4,61.5,3799.0,2823.0,737,742412.0,991044,2115820,455190,465,340,48.8,18.7
2015,11,16,5,79.0,5206.0,4441.0,967,937648.0,991044,2115820,455190,965,527,54.7,43.6
2016,11,16,6,62.3,8182.0,3623.0,900,812765.0,991044,2115820,455190,720,147,44.3,16.7
2017,11,17,1,58.1,2096.0,854.0,297,204929.0,313615,696853,125746,59,137,36.6,64.7
2018,11,17,2,52.7,2472.0,1323.0,409,296258.0,313615,696853,125746,309,71,62.6,48.5
2019,11,17,3,92.2,3223.0,2709.0,376,254157.0,313615,696853,125746,268,171,43.5,79.6
2020,11,17,4,38.8,991.0,784.0,129,287585.0,313615,696853,125746,62,107,25.9,28.7
2021,11,17,5,62.2,,1854.0,630,237965.0,313615,696853,125746,197,89,29.3,62.8
2022,11,17,6,65.0,3193.0,2868.0,594,228231.0,313615,696853,125746,681,88,55.5,75.4
2023,11,18,1,80.4,5895.0,2652.0,865,597777.0,612081,1365161,254588,387,154,44.1,34.2
2024,11,18,2,38.5,2231.0,1963.0,340,552103.0,612081,1365161,254588,226,99,57.1,63.5
2025,11,18,3,71.0,2730.0,1970.0,552,449277.0,612081,1365161,254588,320,344,38.4,38.3
2026,11,18,4,52.0,3840.0,3113.0,452,431896.0,612081,1365161,254588,471,153,22.8,33.5
2027,11,18,5,65.6,2859.0,2076.0,546,435426.0,612081,1365161,254588,206,80,49.4,83.2
2028,11,18,6,94.6,3917.0,2240.0,361,456180.0,612081,1365161,254588,308,159,28.1,39.6
2029,11,19,1,82.3,95985.0,39741.0,13323,7160477.0,11784177,27754652,6453107,6044,6926,40.5,42.1
2030,11,19,2,81.1,105750.0,51357.0,17420,8472258.0,11784177,27754652,6453107,5356,2347,57.3,84.5
2031,11,19,3,98.0,120619.0,71237.0,20677,7497871.0,11784177,27754652,6453107,15123,10685,23.9,58.9
2032,11,19,4,43.0,77130.0,35378.0,6780,9676827.0,11784177,27754652,6453107,6641,4057,25.4,84.9
2033,11,19,5,64.2,137120.0,112746.0,34077,10826233.0,11784177,27754652,6453107,12299,5111,56.9,45.2
2034,11,19,6,76.0,101905.0,48175.0,13709,7723979.0,11784177,27754652,6453107,6362,1772,22.0,61.5
2035,11,20,1,78.8,,16605.0,5123,5604134.0,7671794,18931708,3575440,4079,1420,39.3,17.6
2036,11,20,2,93.4,37263.0,16103.0,3820,7091493.0,7671794,18931708,3575440,3429,1141,42.9,45.9
2037,11,20,3,93.3,20253.0,15891.0,3331,5210367.0,7671794,18931708,3575440,1263,2619,41.5,48.0
2038,11,20,4,62.5,15715.0,7675.0,1524,5741099.0,7671794,18931708,3575440,1378,1224,60.5,49.9
2039,11,20,5,92.3,87862.0,,20018,6827318.0,7671794,18931708,3575440,6124,8720,28.2,62.6
2040,11,20,6,76.2,46636.0,23500.0,5142,6930690.0,7671794,18931708,3575440,5329,4015,55.7,50.7
2041,11,21,1,79.6,183202.0,,17910,15780511.0,20984118,49518610,8523890,10432,12961,55.1,17.6
2042,11,21,2,56.2,101255.0,48762.0,5061,19474722.0,20984118,49518610,8523890,4249,3975,86.8,27.1
