outbreak_id,date_id,state_id,disease_id,source_id,new_outbreak_flag,controlled_flag,containment_rate_pct,response_time_hours,alert_level,predicted_cases,historical_cases,forecast_accuracy_pct,hospital_readiness_score,resource_readiness_score,emergency_alert_flag,state_name_raw
646,30,15,8,4,TRUE,0,93.4,18.7,Moderate,604,476,76.9,97.3,46.0,False,Manipur
647,29,25,9,4,True,Yes,70.4,80.8,Moderate,1414,1218,86.9,61.8,73.5,False,Tripura
648,34,21,6,4,yes,1,66.8,52.1,Low,1527,1600,93.7,48.9,65.3,FALSE, Rajasthan  
649,3,24,9,5,1,Yes,72.0,79.4,Moderate,3151,3798,79.7,73.2,52.3,no,Telangana
650,18,3,9,5,Y,YES,,40.6,high,3642,3103,78.4,86.4,82.8,no,Assam
651,3,23,8,5,1,1,33.3,95.3,Low,443,374,82.0,58.9,23.6,0,Tamil Nadu
652,28,14,3,3,YES,Y,80.8,93.2,Moderate,631,888,72.6,59.4,99.1,FALSE,Maharashtra
653,7,7,2,5,yes,True,47.6,44.1,High,1760,2200,,72.1,53.4,FALSE,Gujarat
654,5,17,7,6,TRUE,yes,63.9,68.2,High,4330,3538,81.0,87.2,51.5,0,Mizoram
655,15,11,2,4,Yes,1,64.0,46.4,Moderate,213,157,67.7,89.2,100.0,FALSE,Karnataka
656,14,4,11,6,yes,TRUE,79.2,60.1,Moderate,1675,2389,66.7,80.0,60.3,False,Bihar
657,35,1,1,4,yes,NO,96.6,56.8,Low,3038,2466,77.2,75.8,99.5,no,Andhra Pradesh
658,32,9,1,5,True,YES,60.4,58.4,Low,3392,3867,84.5,100.0,82.9,False,Himachal Pradesh
659,34,31,9,2,Yes,False,84.8,68.7,Moderate,3635,2974,76.2,46.2,100.0,False,Ladakh
660,19,31,11,3,Y,yes,69.7,50.9,Moderate,1507,1451,92.2,64.8,55.2,N,Ladakh
661,1,19,3,4,TRUE,1,55.2,33.7,High,3508,2815,79.6,65.8,81.3,no,Odisha
662,31,12,2,2,Y,yes,99.2,,Low,5988,4463,66.1,55.6,50.0,0,Kerala
663,4,18,6,2,Y,N,47.7,62.3,Moderate,4148,4895,88.9,57.9,83.2,False,Nagaland
664,28,30,10,4,yes,no,21.4,17.6,Moderate,3763,3541,91.7,69.8,62.8,no,Jammu and Kashmir
665,22,17,8,1,Yes,0,62.8,47.5,High,5142,4416,79.3,88.0,72.6,YES,Mizoram
666,14,27,1,6,Y,yes,30.8,5.0,High,5348,4703,89.5,64.4,88.9,TRUE,UTTARAKHAND
667,5,14,5,5,Yes,Yes,57.0,72.6,Low,2565,2717,89.4,81.6,79.7,NO,Maharashtra
668,18,19,5,6,True,TRUE,64.5,32.1,Low,836,1042,81.7,91.1,84.3,no,Odisha
669,27,8,2,4,YES,FALSE,83.6,2.5,Low,2088,1732,84.0,85.0,49.5,NO,Haryana
670,16,4,8,5,yes,1,85.0,67.5, Low ,2360,2125,86.8,77.7,51.1,No,Bihar
671,21,15,2,2,Y,TRUE,92.4,17.4,Low,2199,2612,83.2,71.5,84.3,no,Manipur
672,16,16,1,6,YES,True,49.9,56.2,Low,95,86,90.3,68.2,75.8,FALSE,Meghalaya
673,32,5,9,3,yes,Y,70.8,55.6,Moderate,1833,1401,71.9,,66.1,False,Chhattisgarh
674,23,27,4,1,YES,FALSE,52.8,32.4,Moderate,3593,3556,,59.1,58.6,No,Uttarakhand
675,14,1,8,4,1,True,68.2,35.1,Low,1931,1539,76.3,46.7,67.2,False,Andhra Pradesh
676,4,26,7,3,yes,1,100.0,44.5,Moderate,1716,2039,83.3,60.3,92.5,False,Uttar Pradesh
677,33,22,9,4,yes,TRUE,87.9,50.1,Low,4691,4027,84.8,73.3,54.0,False,Sikkim
678,19,6,9,5,TRUE,0,38.3,58.8,Low,4491,3524,76.2,64.3,85.0,NO,Goa
679,22,9,2,5,Y,N,94.2,30.9,High,5235,4308,78.3,81.1,76.6,1,Himachal Pradesh
680,3,21,10,6,1,1,41.3,82.8,Moderate,3774,4248,91.9,85.5,40.7,False,Rajasthan
681,20,12,9,6,True,1,61.8,83.9,Low,4755,4301,87.9,82.0,59.5,no,Kerala
682,29,3,6,6,YES,True,55.8,80.8,Low,1366,1053,67.5,78.1,62.0,FALSE,Assam
683,11,30,2,2,YES,FALSE,30.4,83.5,Moderate,2701,2425,87.1,73.6,100.0,NO,Jammu and Kashmir
684,2,14,7,3,YES,False,46.6,67.5,Moderate,1550,1191,69.4,76.6,73.6,N,Maharashtra
685,31,25,3,6,True,yes,46.9,46.1,Moderate,5008,4632,87.8,66.8,55.5,NO,Tripura
686,31,10,9,1,TRUE,YES,92.1,28.0,Low,4794,4302,83.6,57.3,70.2,NO,Jharkhand
687,1,31,8,4,Yes,TRUE,68.7,44.0,Moderate,1299,1775,77.8,70.6,44.0,No,Ladakh
688,27,12,11,3,TRUE,TRUE,69.3,20.2,Moderate,1447,1283,89.9,65.8,63.0,no,Kerala
689,24,31,4,2,TRUE,YES,96.5,51.4,Low,1225,1223,100.0,63.3,85.9,False,Ladakh
690,29,32,11,3,yes,NO,72.5,25.3,Low,6257,4748,70.4,60.7,79.5,no,Puducherry
691,34,23,12,2,True,Y,89.3,63.6,Low,2303,3150,68.4,70.6,70.0,NO,Tamil Nadu
692,9,11,9,1,yes,TRUE,53.6,37.2,High,2574,2655,94.7,60.0,64.9,YES, Karnataka  
693,17,3,12,3,yes,N,64.6,6.1,Low,4632,4206,86.8,93.7,48.0,0,Assam
694,15,29,8,1,Y,Y,80.4,34.7,Low,4091,4176,95.7,93.1,66.2,0,Delhi (NCT)
695,35,5,6,3,Y,False,,68.4,Low,5723,4776,80.5,71.8,83.2,FALSE,Chhattisgarh
696,30,15,9,3,Y,1,48.6,13.4,Moderate,2578,2838,89.8,70.1,65.5,No,Manipur
697,20,18,9,4,Y,TRUE,44.7,16.8,High,1248,1482,87.5,57.6,100.0,NO,Nagaland
698,14,12,12,6,YES,yes,56.1,72.2,Moderate,914,1286,67.5,68.2,80.2,0,Kerala
699,22,23,9,1,Yes,TRUE,88.2,83.6,Moderate,2033,1602,70.7,82.3,76.5,False,Tamil Nadu
700,28,11,4,3,1,True,58.0,32.3,Low,2511,2712,88.3,76.2,60.6,0,Karnataka
701,18,11,7,1,TRUE,1,88.8,87.0,Low,5403,3902,57.9,82.6,99.8,0,Karnataka
702,21,14,1,2,1,1,92.4,,High,3215,2465,69.9,91.2,74.9,Yes,Maharashtra
703,8,16,12,4,YES,0,63.8,49.1,LOW,3656,3131,84.9,74.6,45.5,NO,Meghalaya
704,16,23,7,5,True,Yes,65.0,47.1,Low,3980,4144,95.4,82.9,53.7,No,Tamil Nadu
705,35,2,2,4,yes,True,91.0,50.8,LOW,1822,1572,82.7,37.0,97.3,False,Arunachal Pradesh
706,13,21,7,6,Y,Y,63.9,24.3,Low,3673,4360,80.0,64.4,82.4,NO,Rajasthan
707,33,30,2,4,TRUE,0,49.4,20.5,High,525,622,87.4,59.4,88.0,yes,Jammu and Kashmir
708,30,19,6,3,1,0,63.2,78.6,Low,4148,4900,83.0,56.7,76.4,no,Odisha
709,24,2,6,6,TRUE,Y,69.9,80.5,Moderate,1852,2207,82.0,77.1,77.3,NO,Arunachal Pradesh
710,6,29,2,3,Yes,1,27.6,67.7,Low,2536,2693,,88.0,23.2,NO,Delhi (NCT)
711,23,11,12,6,yes,YES,66.1,39.6,Moderate,6431,4682,67.2,74.9,62.2,False,Karnataka
712,4,30,11,5,YES,False,60.8,,Moderate,266,228,85.9,77.5,65.0,False,Jammu and Kashmir
713,5,26,11,6,YES,Yes,47.7,95.5,High,6488,4881,70.6,76.7,82.1,no,Uttar Pradesh
714,24,32,5,1,True,NO,86.9,88.7,Low,169,216,77.4,75.8,98.6,No,Puducherry
715,9,31,11,3,Y,YES,50.1,,Moderate,1295,1630,82.2,58.0,69.7,No,Ladakh
716,33,10,5,6,yes,FALSE,65.2,21.7,low,1132,1193,95.2,76.2,67.7,False,Jharkhand
717,16,12,12,6,yes,no,68.3,79.4,Moderate,1737,2096,,63.7,53.3,No,Kerala
718,12,13,7,1,1,yes,51.3,72.1,Moderate,4062,3094,69.5,62.8,52.2,No,Madhya Pradesh
719,12,6,9,6,YES,no,82.0,56.3,Low,2457,1990,74.4,66.1,82.1,N,Goa
720,21,4,12,3,Yes,YES,60.7,29.8,High,3419,3337,100.0,35.0,99.5,True,Bihar
721,16,10,6,5,1,Yes,94.5,92.4,Low,456,627,76.1,54.4,70.5,False,Jharkhand
722,8,14,5,2,yes,False,72.1,45.8,Moderate,2326,2559,90.9,82.4,12.5,0,Maharashtra
723,24,31,2,6,1,Y,58.2,10.6,Moderate,872,859,100.0,65.1,47.3,FALSE,Ladakh
724,12,30,7,4,YES,yes,55.5,14.1,Low,1543,1457,92.7,58.1,55.2,False,Jammu and Kashmir
725,9,8,2,5,Yes,TRUE,,,Moderate,3644,2801,66.9,62.7,67.6,FALSE,Haryana
726,14,6,4,3,1,Yes,78.5,24.7,Low,603,840,74.6,73.2,69.9,NO,Goa
727,34,4,9,1,1,Y,84.3,25.8,Moderate,3262,3215,99.0,77.7,52.1,FALSE,Bihar
728,27,20,6,5,Yes,TRUE,80.1,13.0,Low,3279,4678,65.1,72.1,53.5,0,Punjab
729,3,10,2,4,1,TRUE,96.7,36.9,Low,599,658,95.7,82.1,67.5,False,Jharkhand
730,14,7,8,4,True,FALSE,39.6,14.4,Low,668,649,98.4,98.1,77.5,N,Gujarat
731,32,4,5,6,Yes,N,50.7,80.8,Moderate,5737,4281,67.7,62.6,72.5,No,Bihar
732,1,14,12,5,Yes,1,53.3,27.7,Moderate,1618,1375,83.8,61.5,54.9,False,Maharashtra
733,31,19,1,6,YES,True,57.2,67.1,High,6020,4472,66.7,76.9,87.0,YES,Odisha
734,2,16,5,3,Y,No,42.4,66.2,Low,1474,1906,76.5,67.5,44.4,N,Meghalaya
735,5,17,9,1,True,TRUE,81.9,77.5,Low,3240,2885,92.6,85.8,75.1,N,Mizoram
736,30,23,12,6,Y,YES,49.0,37.8,Moderate,3720,2736,64.9,74.9,70.5,NO,Tamil Nadu
737,5,25,12,2,TRUE,Y,87.4,92.4,Low,3636,2863,72.4,63.9,72.0,FALSE,Tripura
738,33,5,2,1,yes,True,90.2,44.8,High,253,258,99.7,80.2,100.0,FALSE,Chhattisgarh
739,29,2,4,4,True,False,78.1,72.0,Moderate,2066,2225,96.7,67.2,52.1,NO,Arunachal Pradesh
740,4,28,7,3,1,0,68.3,49.8, Low ,3969,4794,,,78.4,no,WEST BENGAL
741,26,26,7,6,YES,True,93.9,85.0,Low,5621,4334,75.2,88.2,82.2,NO,Uttar Pradesh
742,14,30,1,6,yes,1,92.9,17.0,Low,4395,3773,87.1,71.2,93.7,False,Jammu and Kashmir
743,1,2,10,1,1,Y,82.2,69.2,High,1844,2634,71.2,73.2,45.3,YES,Arunachal Pradesh
744,16,12,4,4,yes,1,48.3,,Moderate,1251,1143,94.0,,86.7,False,Kerala
745,32,19,5,5,1,NO,46.5,69.9,Moderate,6125,4923,,97.1,81.9,0,Odisha
746,11,16,8,5,Y,YES,70.4,23.7,Moderate,5563,4709,77.0,56.1,87.2,NO,Meghalaya
747,34,21,9,3,1,no,77.3,82.7,Low,5303,4665,89.4,69.3,66.2,FALSE,Rajasthan
748,18,23,6,5,True,No,89.6,18.7,Low,4816,3721,72.1,73.8,64.8,0,Tamil Nadu
749,27,2,4,2,True,False,61.8,92.7,moderate,1753,1841,97.4,62.1,59.0,NO,Arunachal Pradesh
750,28,32,9,6,Y,YES,51.6,83.6,Low,3889,2891,67.3,74.3,25.7,N,puducherry
751,13,10,4,6,YES,Y,36.5,90.5,Low,4026,4087,100.0,53.9,50.4,no,Jharkhand
752,29,24,9,3,1,Y,100.0,69.5,Low,1851,1564,83.1,83.8,77.6,FALSE,Telangana
753,31,18,2,1,YES,Yes,46.8,,Low,1693,1486,81.3,78.7,37.1,N,Nagaland
754,15,7,8,4,Y,Yes,95.3,11.8,High,5523,4734,84.9,63.5,75.4,Yes,Gujarat
755,17,23,9,1,TRUE,True,55.9,65.1,Moderate,2577,2902,90.3,95.8,68.9,no,Tamil Nadu
756,17,6,6,6,yes,TRUE,73.4,21.0,Moderate,561,728,79.5,74.4,53.1,NO,Goa
757,25,5,2,1,yes,Y,68.5,77.8,Low,3633,3970,94.2,47.6,62.4,No,Chhattisgarh
758,13,25,2,4,TRUE,TRUE,87.7,44.4,Moderate,24,32,78.5,56.0,70.1,No,Tripura
759,22,22,6,3,yes,NO,68.0,38.4,Low,1268,962,63.7,70.7,68.6,FALSE,Sikkim
760,26,16,7,2,Y,Y,53.7,31.8,Low,5224,4205,73.4,73.6,94.6,No,Meghalaya
761,18,2,4,3,TRUE,TRUE,88.9,23.3,Moderate,1699,2205,75.7,57.4,79.6,no,Arunachal Pradesh
762,18,22,10,4,Yes,Yes,73.9,70.5,Low,2396,1799,69.9,69.4,65.1,NO,Sikkim
763,1,6,2,2,YES,Y,47.3,,Low,1806,1599,86.0,,53.2,False,Goa
764,10,15,9,3,TRUE,YES,65.3,56.2,Moderate,222,305,77.4,47.1,70.9,FALSE,Manipur
765,7,29,12,5,YES,0,54.2,95.1,Low,690,951,68.6,47.6,61.9,no,Delhi (NCT)
766,4,21,11,5,YES,yes,44.7,11.6,Low,195,233,84.0,80.4,65.1,No,Rajasthan
767,6,27,11,5,Yes,No,29.0,81.1,Low,2675,3039,85.1,82.1,73.2,NO,Uttarakhand
768,27,17,1,6,yes,1,85.8,66.7,Moderate,911,660,65.0,53.4,38.2,no,Mizoram
769,13,31,8,2,True,Y,70.9,11.1,Moderate,2623,2091,74.9,43.7,75.8,0,Ladakh
770,22,22,12,5,yes,yes,61.6,87.6,Moderate,2005,2679,75.2,88.9,85.4,no,Sikkim
771,25,28,10,1,TRUE,True,57.4,19.7, Low ,884,668,67.9,77.4,71.3,FALSE,West Bengal
772,31,23,7,5,Yes,Yes,43.2,28.6,Low,1745,1960,84.8,57.6,61.1,No,Tamil Nadu
773,27,5,11,3,Y,0,86.5,65.3,Low,1399,1351,94.0,88.0,66.5,FALSE,Chhattisgarh
774,19,21,10,1,True,Y,,4.8,Low,529,673,80.9,59.7,35.5,FALSE,Rajasthan
775,14,15,3,4,TRUE,Yes,89.3,53.5,High,4694,3677,74.9,38.8,73.2,TRUE,Manipur
776,3,4,2,1,YES,TRUE,40.5,95.3,Low,3838,4168,92.6,37.8,77.3,FALSE,Bihar
777,19,22,8,6,YES,Yes,63.2,15.5,Low,1673,2063,81.3,70.6,86.4,False,Sikkim
778,18,20,9,3,YES,TRUE,32.4,73.5,Moderate,2845,2631,94.3,72.5,84.2,FALSE,Punjab
779,16,21,12,5,YES,TRUE,68.7,73.0,low,2191,2089,94.1,89.5,21.4,NO,rajasthan
780,31,11,11,3,True,Y,52.6,89.3,Low,1136,827,64.8,71.6,86.2,FALSE,Karnataka
781,32,8,11,3,Y,yes,78.1,87.5,High,1227,1334,95.7,72.9,71.2,TRUE,Haryana
782,30,31,2,5,YES,FALSE,61.0,81.1,Low,3281,2359,60.7,54.5,73.9,FALSE,Ladakh
783,5,30,1,5,yes,Yes,38.9,59.2,Moderate,5518,4703,80.2,75.5,64.0,FALSE,Jammu and Kashmir
784,1,32,12,4,Yes,Yes,79.7,57.2,Low,3374,2858,81.2,58.3,75.1,no,Puducherry
785,26,17,5,1,1,True,100.0,31.9,Moderate,485,530,95.4,66.2,55.2,0,Mizoram
786,16,4,10,2,TRUE,True,55.9,54.5,Moderate,2939,2323,72.3,49.8,3.0,no,Bihar
787,32,14,12,5,True,FALSE,93.1,82.7,Moderate,765,932,82.5,70.5,54.5,False,Maharashtra
788,22,12,4,4,yes,1,75.7,12.4,Moderate,3085,3676,85.5,69.8,44.4,FALSE,Kerala
789,32,30,1,1,TRUE,YES,,10.5,Moderate,1644,1895,87.8,59.3,78.8,no,Jammu and Kashmir
790,16,12,6,6,TRUE,False,66.7,28.7,Low,439,382,80.6,66.3,69.6,0,Kerala
791,2,11,3,5,Yes,1,53.1,44.4,Moderate,370,459,83.0,64.2,38.8,N,Karnataka
792,26,27,12,3,TRUE,True,80.1,59.9,Moderate,2054,2389,88.4,100.0,69.7,NO,Uttarakhand
793,36,14,10,1,Y,yes,56.2,82.6,Low,4718,3386,61.6,62.1,79.6,N,Maharashtra
794,34,9,2,1,YES,FALSE,55.4,16.2,Low,5025,3724,62.3,74.6,68.0,FALSE,Himachal Pradesh
795,31,1,12,2,Y,1,44.3,54.5,High,1617,1403,83.2,33.5,68.4,True,Andhra Pradesh
796,4,27,12,5,YES,NO,58.1,95.0,Low,4702,4733,98.8,65.7,85.8,No,Uttarakhand
797,32,3,10,5,yes,0,98.5,86.5,High,108,80,66.7,65.9,71.0,YES,assam
798,28,32,12,4,TRUE,YES,61.7,90.4,Low,3967,4373,88.9,99.3,71.0,0,Puducherry
799,27,23,1,6,True,no,54.3,16.8,Moderate,2753,2759,98.8,50.2,61.5,False,Tamil Nadu
800,22,26,6,4,yes,TRUE,62.7,36.2,Low,2471,2991,86.0,84.0,55.1,no,Uttar Pradesh
801,6,11,9,4,1,yes,71.2,42.1,High,2666,3356,81.6,57.7,35.0,Yes,Karnataka
802,3,13,5,2,Yes,YES,71.7,90.7,Low,503,464,86.8,62.4,69.0,N,Madhya Pradesh
803,12,26,10,2,YES,False,49.6,96.0,Low,1229,899,65.1,84.4,59.3,FALSE,Uttar Pradesh
804,25,17,6,2,YES,Yes,57.9,26.5,High,2636,2486,97.5,70.6,69.4,0,Mizoram
805,3,30,5,4,YES,no,50.0,65.2,Low,1463,1820,81.4,72.6,88.5,No,Jammu and Kashmir
806,28,22,3,4,TRUE,Y,87.1,43.0,Low,155,112,63.4,65.2,66.7,no,Sikkim
807,8,9,6,6,1,0,48.5,31.7,Low,1820,1383,67.9,87.4,76.3,No,Himachal Pradesh
808,4,23,4,2,YES,YES,76.5,92.2,High,3787,4541,,87.3,80.0,Y,Tamil Nadu
809,28,15,4,5,yes,FALSE,20.7,45.9,Low,1317,1202,86.3,64.6,83.8,N,Manipur
810,11,15,8,2,Y,TRUE,71.1,48.4,Moderate,2879,3779,71.6,69.6,84.4,NO,MANIPUR
811,12,22,10,2,TRUE,Y,84.2,40.8,Low,421,555,74.0,53.3,61.9,False,Sikkim
812,4,1,9,6,YES,yes,68.9,49.1,Low,4326,3557,76.9,86.8,97.6,No,Andhra Pradesh
813,14,29,1,2,TRUE,Yes,92.9,41.5,Low,4185,3894,95.5,69.6,82.3,FALSE,Delhi (NCT)
814,35,14,9,1,YES,yes,66.3,65.0,Low,4440,3748,78.6,74.8,43.6,FALSE,Maharashtra
815,32,1,5,5,1,True,56.4,76.2,Low,4181,4021,97.0,55.7,96.3,FALSE,Andhra Pradesh
816,24,8,8,4,1,No,68.8,91.0,Moderate,2548,2115,78.5,71.5,92.3,FALSE,Haryana
817,25,19,6,3,TRUE,False,89.9,94.2,Low,540,518,97.1,66.4,46.0,FALSE,odisha
818,10,7,6,2,Y,1,73.4,,Moderate,4832,4406,90.8,66.7,60.5,FALSE,GUJARAT
819,11,28,5,2,TRUE,True,76.5,81.7,Low,494,620,78.2,78.3,82.1,N,West Bengal
820,13,28,9,3,TRUE,YES,77.2,,Moderate,1790,1570,86.4,62.3,74.0,0,West Bengal
821,36,14,11,5,Y,0,68.7,15.3,Low,235,238,100.0,72.9,53.1,0,Maharashtra
822,30,14,11,1,YES,YES,76.0,51.8,Moderate,5750,4305,68.0,77.9,95.5,No,Maharashtra
823,33,24,10,3,True,no,46.5,66.4,Low,812,1042,75.6,54.6,62.4,False,Telangana
824,6,2,3,4,TRUE,TRUE,96.1,,Low,4088,4021,100.0,84.5,70.2,0,Arunachal Pradesh
825,26,3,7,3,Y,Y,68.4,24.3,Low,3137,3538,88.3,53.0,71.0,N,Assam
826,6,20,10,2,YES,1,74.4,22.3,Moderate,5090,4743,91.2,53.9,45.7,0,Punjab
827,23,6,12,2,yes,YES,62.5,79.6,Moderate,3410,3994,86.1,90.9,58.9,False,Goa
828,31,25,3,5,True,Y,37.2,95.2,Low,3461,4208,80.0,54.0,47.7,NO,Tripura
829,29,19,4,5,yes,1,100.0,51.4,High,2852,2741,94.3,68.6,51.8,yes,Odisha
830,19,1,4,6,yes,Y,50.3,63.9,Low,4925,3668,68.0,71.4,22.0,no,Andhra Pradesh
831,28,24,4,4,YES,Yes,88.2,63.2,Low,3923,4372,88.6,72.8,86.4,No,Telangana
832,10,6,1,4,YES,Y,89.0,81.6,Moderate,796,976,82.2,70.3,88.3,FALSE,Goa
833,25,15,11,6,Y,FALSE,44.4,88.8,Low,2735,2125,75.9,60.4,64.0,False, Manipur  
834,30,14,12,6,YES,no,71.4,53.8,Low,4939,4492,87.8,73.2,92.3,0,Maharashtra
835,29,18,10,4,Yes,True,69.0,46.3,High,3257,3530,89.0,80.7,79.5,Yes,Nagaland
836,8,3,10,4,Y,TRUE,75.5,8.4,Moderate,3502,2538,62.1,87.6,66.6,FALSE,Assam
837,2,29,4,4,yes,no,50.1,32.4,Moderate,2802,2069,60.7,64.0,61.0,False,Delhi (NCT)
838,29,13,11,3,TRUE,yes,82.4,67.4,Low,1452,1061,62.5,74.0,66.9,No,Madhya Pradesh
839,31,28,1,1,1,NO,38.4,76.4,Moderate,4278,4560,93.5,83.2,48.7,N,West Bengal
840,7,27,5,6,TRUE,no,77.0,70.9,Moderate,1343,1114,77.9,57.1,78.9,FALSE,Uttarakhand
841,36,7,1,2,TRUE,yes,96.8,51.9,Moderate,1230,1175,90.5,91.4,63.2,N,Gujarat
842,28,20,5,6,YES,0,30.7,42.3,Moderate,3423,3114,89.1,49.4,100.0,N,Punjab
843,36,4,12,2,1,0,,15.4,High,3452,2721,69.6,77.3,85.1,No,Bihar
844,22,25,7,4,1,True,,2.2,High,715,696,94.4,61.0,55.1,yes,Tripura
845,29,29,2,2,Y,yes,,59.2,High,4084,3489,86.0,84.8,67.4,YES,Delhi (NCT)
846,17,23,1,3,1,YES,50.4,94.4,Low,1827,1516,84.0,93.7,68.9,0,Tamil Nadu
847,3,26,3,2,Yes,0,18.7,28.1,Low,4494,4898,93.8,42.0,52.7,False,Uttar Pradesh
848,25,18,7,2,yes,False,74.9,3.9,High,3434,4798,74.1,64.1,49.5,True,Nagaland
849,15,23,5,2,Yes,YES,80.4,46.2,Moderate,631,674,97.4,65.9,61.5,False,Tamil Nadu
850,7,23,7,4,Yes,Yes,84.4,91.2,Low,3259,3320,94.9,74.8,95.1,0,Tamil Nadu
851,35,3,4,5,yes,Y,63.9,82.8,Low,2389,1900,69.7,73.8,83.1,N,Assam
852,1,20,10,4,yes,N,81.9,92.2,Low,1808,1584,86.7,,55.6,no,Punjab
853,30,28,12,6,Yes,N,,95.3,Low,3203,2424,70.0,99.9,72.3,No,West Bengal
854,12,12,2,2,TRUE,0,45.7,,Low,5436,4629,80.7,73.8,45.6,False,Kerala
855,26,21,6,5,TRUE,TRUE,58.4,62.9,Low,2117,1533,64.4,81.9,76.8,No,Rajasthan
856,3,3,5,2,YES,YES,14.6,6.1,Moderate,2512,2424,93.3,57.9,49.2,no,Assam
857,9,27,12,1,True,NO,33.7,64.2,Low,5607,4051,57.8,55.8,57.4,0,Uttarakhand
858,21,21,12,3,True,True,56.4,22.7,High,1000,960,95.9,71.5,75.5,Y,Rajasthan
859,13,1,2,3,True,no,77.7,6.4,High,2098,2625,77.0,100.0,25.4,True,Andhra Pradesh
860,30,7,9,1,Y,TRUE,55.7,79.9,Low,4342,3303,69.1,67.9,55.0,FALSE,Gujarat
861,6,19,10,2,Y,TRUE,57.9,16.5,Moderate,5910,4321,59.2,82.4,63.7,False,Odisha
862,24,3,6,6,True,TRUE,53.4,60.1,Moderate,692,941,70.5,82.0,56.6,False,Assam
863,15,27,9,6,Y,Yes,62.5,39.8,Moderate,5526,4935,89.0,77.0,92.0,N,Uttarakhand
864,1,1,11,2,TRUE,YES,17.2,23.4,High,1483,1998,,80.6,28.8,True,Andhra Pradesh
865,36,24,1,4,Yes,YES,94.8,83.4,High,320,306,91.1,65.4,64.4,1,Telangana
866,15,14,3,5,yes,YES,69.0,13.9,Low,3657,2787,72.8,97.9,57.3,NO,Maharashtra
867,3,17,1,4,True,TRUE,69.2,84.3,High,367,457,83.2,77.3,64.4,No,Mizoram
868,31,32,6,2,TRUE,Y,33.0,33.0,Low,375,446,83.1,83.7,100.0,no,Puducherry
869,35,1,7,2,Y,True,56.8,4.3,Low,1714,1454,80.0,81.2,61.2,FALSE,Andhra Pradesh
870,9,3,11,4,1,True,29.0,49.7,Low,276,246,85.1,77.5,85.8,no,Assam
871,5,28,6,1,Yes,1,71.5,63.8,Low,4043,3596,91.5,52.4,63.2,N,West Bengal
872,4,5,9,6,YES,True,40.5,85.2,Low,3188,2329,66.8,50.3,100.0,FALSE,Chhattisgarh
873,15,15,4,5,True,TRUE,25.4,53.7,Low,3835,2792,57.9,73.0,45.8,0,Manipur
874,32,9,1,1,True,yes,56.9,95.3,Low,604,839,67.1,78.8,36.4,False,Himachal Pradesh
875,22,28,9,5,True,True,92.1,66.3,MODERATE,4570,4704,94.0,65.3,67.9,No,West Bengal
876,2,25,11,5,Yes,yes,95.4,58.1,Moderate,2850,2071,63.7,45.4,59.9,no,Tripura
877,2,23,3,1,True,YES,80.3,19.3,Low,3381,4408,77.6,,61.3,False,Tamil Nadu
878,28,1,9,1,TRUE,1,71.1,40.7,Moderate,995,1352,69.8,79.2,57.1,False,Andhra Pradesh
879,1,17,5,1,1,FALSE,60.7,65.4,Moderate,2040,1579,67.5,72.9,77.1,No,Mizoram
880,32,7,5,2,yes,Y,73.0,50.7,Moderate,1770,1581,83.7,79.3,91.8,0,Gujarat
881,21,17,5,4,Yes,1,98.5,49.1,Low,84,93,90.6,68.1,100.0,FALSE,Mizoram
882,22,3,7,4,yes,no,61.8,74.6,Moderate,1084,1086,100.0,49.0,41.2,N,Assam
883,28,15,11,3,1,TRUE,71.6,69.5,Moderate,4580,4468,98.8,73.5,67.4,No,Manipur
884,32,17,3,3,YES,TRUE,82.3,,Low,2916,2220,66.0,86.5,40.7,0,Mizoram
885,2,19,10,4,Y,YES,49.3,77.4,High,2020,2242,88.2,84.9,73.3,no,Odisha
886,13,19,8,1,1,True,60.7,91.4,Low,1707,2354,70.8,76.4,63.8,no,Odisha
887,13,3,2,2,1,TRUE,46.2,80.3,High,3501,2676,73.6,53.4,43.5,Y,Assam
888,8,31,5,5,yes,1,67.3,71.4,Low,4551,4708,97.3,74.9,66.7,No,Ladakh
889,9,25,3,4,Yes,Yes,54.6,40.4,Low,1442,1080,67.8,91.0,84.9,False,Tripura
890,25,25,3,4,Yes,False,39.5,41.7,Moderate,3694,3618,94.4,56.1,86.8,NO,Tripura
891,20,9,5,5,1,FALSE,,55.5,Low,1100,1008,86.0,,55.7,False,Himachal Pradesh
892,27,31,11,4,YES,True,54.3,81.2,Low,3756,4745,76.9,89.3,52.7,N,Ladakh
893,32,19,1,4,YES,YES,49.2,64.1,High,3351,3447,93.2,100.0,83.7,No,Odisha
894,10,21,3,3,True,TRUE,24.1,19.9,High,3327,4454,77.6,78.1,79.3,Y,Rajasthan
895,3,1,9,5,yes,1,40.0,55.8,Moderate,273,373,69.8,69.8,79.1,N,Andhra Pradesh
896,5,29,3,2,Yes,TRUE,38.8,20.0,High,5711,4915,87.3,78.6,73.1,yes,Delhi (NCT)
897,15,22,4,1,1,no,78.1,58.1,Low,5703,4122,57.3,66.2,37.5,no,Sikkim
898,27,2,6,2,yes,TRUE,66.7,24.2,Moderate,5843,4190,57.0,74.8,87.2,NO,Arunachal Pradesh
899,16,10,3,1,1,No,77.1,21.2,Moderate,4784,3459,57.8,88.8,53.7,NO,Jharkhand
