fact_id,date_id,state_id,total_tests,positive_tests,positivity_rate,vaccination_coverage_pct,booster_coverage_pct,hospital_beds,doctors,phc_count,chc_count,icu_utilization_pct,bed_occupancy_pct,reporting_compliance_pct,turnaround_time_days,reporting_rate_pct
245,8,21,85336,12448.0,14.59,49.4,25.1,20122.0,5492,479,51,92.1,66.7,90.1,3.5,59.1
246,8,22,774,138.0,17.91,49.5,18.4,112.0,38,4,1,68.1,42.0,83.2,2.3,57.0
247,8,23,42836,3592.0,8.39,58.5,36.1,15030.0,2971,286,140,54.7,75.1,88.3,2.0,83.5
248,8,24,40251,1367.0,3.4,76.0,47.1,9574.0,3410,130,65,65.4,44.5,68.0,3.7,92.1
249,8,25,1973,113.0,5.77,83.9,26.1,617.0,321,27,6,43.0,70.3,72.3,2.9,61.8
250,8,26,128566,16553.0,12.88,76.7,35.7,64757.0,11818,719,601,94.6,88.3,90.5,4.7,67.5
251,8,27,10449,1454.0,13.92,90.7,63.1,3518.0,882,120,18,30.2,67.4,85.4,2.8,63.6
252,8,28,90447,5313.0,5.87,67.1,28.3,10964.0,7878,562,211,95.5,37.9,69.0,1.4,92.9
253,8,29,29710,2461.0,8.29,55.0,35.0,8768.0,1783,247,63,66.6,49.1,63.1,2.6,79.4
254,8,30,11500,1646.0,14.32,73.7,47.5,1572.0,953,67,37,60.2,80.9,77.5,4.3,88.2
255,8,31,290,25.0,8.65,46.0,29.1,,18,1,0,88.5,95.6,72.5,4.8,74.8
256,8,32,689,87.0,12.64,63.6,19.7,215.0,47,9,3,93.1,70.7,73.6,2.8,68.5
257,9,1,40361,7159.0,17.74,92.6,40.0,4700.0,1875,343,34,58.0,60.2,83.9,2.6,60.5
258,9,2,692,50.0,7.29,76.7,51.1,366.0,130,5,1,73.1,38.6,98.0,4.2,81.6
259,9,3,29071,2337.0,8.04,60.9,25.5,6390.0,1640,181,47,95.0,53.7,70.6,3.7,59.3
260,9,4,127581,22184.0,17.39,66.8,28.8,29807.0,4519,445,367,63.2,52.2,69.1,3.8,88.0
261,9,5,15275,1557.0,10.2,97.8,56.5,7578.0,1754,78,21,75.1,81.7,93.6,3.9,99.9
262,9,6,1048,138.0,13.21,47.1,17.5,169.0,65,7,2,75.3,37.8,95.7,4.4,98.3
263,9,7,80446,14171.0,17.62,70.8,47.0,9842.0,3836,200,161,91.9,77.1,78.4,4.8,63.2
264,9,8,34485,1255.0,3.64,63.9,23.2,5683.0,1455,200,60,120.8,109.1,73.1,1.0,63.4
265,9,9,3959,391.0,9.9,72.7,38.9,965.0,473,49,16,46.6,53.5,72.1,1.1,91.9
266,9,10,44723,1614.0,3.61,64.8,40.2,4889.0,1948,80,115,52.7,69.6,69.9,1.4,82.0
267,9,11,58577,8707.0,14.87,70.1,24.4,14167.0,4535,136,127,74.1,61.0,91.5,1.7,61.0
268,9,12,39493,2368.0,6.0,,35.0,6072.0,1622,194,91,52.2,61.0,83.7,1.2,85.0
269,9,13,79785,5750.0,7.21,71.6,36.0,8436.0,1723,272,250,64.1,72.3,66.7,0.7,78.3
270,9,14,51394,8886.0,17.29,86.6,52.1,25597.0,8500,630,91,71.9,86.8,80.1,3.8,63.7
271,9,15,3101,279.0,9.02,75.8,29.2,797.0,164,12,2,96.0,39.5,74.4,1.4,87.2
272,9,16,1911,231.0,12.12,78.8,41.5,375.0,92,18,5,53.2,48.7,71.1,1.9,79.1
273,9,17,886,89.0,10.11,65.2,43.7,110.0,30,5,1,81.8,61.5,74.3,4.4,78.4
274,9,18,2564,85.0,3.33,63.5,25.2,417.0,63,17,4,30.7,48.7,68.5,0.6,85.1
275,9,19,19641,2092.0,10.65,66.8,22.1,11149.0,1531,322,25,85.8,40.9,95.8,1.8,93.3
276,9,20,18749,3161.0,16.86,70.3,29.5,2881.0,1463,115,41,97.0,43.8,,1.1,93.5
277,9,21,48383,7473.0,15.45,54.1,32.4,19243.0,3224,539,226,33.4,39.6,82.6,0.8,61.2
278,9,22,518,50.0,9.68,89.5,30.1,145.0,19,2,1,78.1,57.1,97.9,2.2,78.8
279,9,23,85902,9114.0,10.61,57.7,18.3,14492.0,2832,160,151,40.3,72.7,95.9,1.6,98.2
280,9,24,N/A,651.0,2.43,64.5,38.2,6311.0,1401,124,40,83.5,44.9,85.7,3.2,81.0
281,9,25,3612,216.0,5.99,73.6,28.2,446.0,286,19,7,30.5,88.2,61.0,1.4,83.0
282,9,26,177226,18075.0,10.2,86.9,45.5,49014.0,17225,1653,567,39.6,51.5,77.6,4.7,72.5
283,9,27,11682,2079.0,17.8,89.9,51.2,2725.0,1434,147,57,79.4,70.5,99.4,4.1,67.7
284,9,28,108172,15610.0,14.43,84.7,46.9,28552.0,4965,683,274,74.5,49.0,94.6,4.6,86.2
285,9,29,39145,2921.0,7.46,65.1,44.8,9357.0,1686,81,20,41.6,42.1,87.2,0.8,90.9
286,9,30,6413,,7.12,63.4,26.0,3114.0,823,64,13,57.3,80.5,83.1,0.7,99.0
287,9,31,139,2.0,2.11,55.0,37.1,51.0,19,1,0,71.9,93.8,75.5,2.2,59.5
288,9,32,1553,267.0,17.21,45.2,28.7,,128,8,3,70.9,78.0,96.1,1.7,78.3
289,10,1,59909,8457.0,14.12,49.8,19.4,11839.0,1758,196,64,44.4,78.0,71.5,4.3,99.9
290,10,2,1130,183.0,16.2,72.0,40.6,461.0,97,12,1,96.7,45.8,96.5,3.6,96.6
291,10,3,35770,2444.0,6.83,53.8,37.5,8607.0,2848,200,18,90.3,78.3,94.9,1.9,74.7
292,10,4,136024,21581.0,15.87,87.5,40.1,31746.0,6666,312,178,76.0,78.6,80.6,4.5,78.8
293,10,5,30671,5115.0,16.68,55.0,19.8,,1545,77,15,74.8,79.5,61.2,4.5,88.9
294,10,6,1524,236.0,15.51,96.3,66.1,405.0,55,12,2,60.7,39.0,88.1,1.0,97.1
295,10,7,46510,4697.0,10.1,88.1,41.1,5793.0,2702,317,173,74.2,76.8,60.8,4.8,58.9
296,10,8,22199,849.0,3.83,57.4,23.2,2336.0,1884,151,50,60.4,87.5,72.2,1.3,92.7
297,10,9,7802,1097.0,14.07,51.6,16.7,1476.0,246,44,18,40.1,63.0,82.9,2.5,97.0
298,10,10,44487,6879.0,15.46,48.6,33.1,9573.0,2626,169,115,36.5,91.8,97.4,3.1,85.9
299,10,11,40744,1358.0,3.34,61.4,38.7,10394.0,4796,138,181,83.4,70.8,81.7,4.3,59.6
300,10,12,25444,4371.0,17.18,62.9,42.0,5488.0,2708,268,22,58.6,38.7,70.9,4.7,86.4
301,10,13,72661,7457.0,10.26,79.2,51.0,22502.0,7439,257,60,83.3,95.8,62.8,2.1,67.1
302,10,14,65150,3866.0,5.93,50.2,30.6,35602.0,2981,801,246,57.9,56.1,87.8,0.8,57.9
303,10,15,3018,410.0,13.61,54.0,24.5,783.0,72,14,5,76.2,73.9,,2.8,93.6
304,10,16,3313,216.0,6.53,58.0,32.2,578.0,108,6,9,87.4,89.2,80.4,1.4,77.2
305,10,17,888,111.0,12.54,98.5,37.7,288.0,62,7,1,60.1,55.8,77.7,4.6,79.7
306,10,18,1843,57.0,3.09,71.2,40.6,325.0,189,15,6,54.1,67.3,85.1,2.4,65.2
307,10,19,30101,3707.0,12.32,54.0,21.3,10933.0,1313,111,75,67.6,54.1,67.6,3.8,92.8
308,10,20,35118,2981.0,8.49,50.2,29.9,8884.0,1196,109,27,32.3,87.7,84.1,0.6,63.2
309,10,21,39111,1840.0,4.71,52.0,22.8,18863.0,3110,344,65,36.0,59.0,78.6,3.8,63.0
310,10,22,475,52.0,11.09,84.5,51.0,184.0,57,3,0,67.4,40.1,86.2,1.5,75.2
311,10,23,66490,10861.0,16.33,46.2,18.7,8190.0,5416,397,109,41.3,84.8,88.6,1.1,76.3
312,10,24,41037,1285.0,3.13,80.0,44.4,7213.0,2291,309,110,53.9,60.4,61.5,1.9,66.2
313,10,25,4870,747.0,15.34,62.0,26.6,926.0,221,31,2,79.8,72.7,83.7,4.3,92.0
314,10,26,131621,19894.0,15.11,69.4,27.1,68126.0,13115,1286,664,77.4,53.7,68.0,4.6,72.0
315,10,27,16549,1698.0,10.26,70.3,39.8,3026.0,583,53,44,93.7,43.9,64.8,1.7,72.0
316,10,28,105136,14300.0,13.6,67.6,34.2,28897.0,6198,418,178,89.3,46.7,77.6,2.5,59.8
317,10,29,35887,3580.0,9.98,56.6,28.3,3169.0,1169,72,21,62.7,84.1,70.9,3.8,67.8
318,10,30,13477,2040.0,15.14,47.7,29.0,3499.0,1121,43,35,46.2,71.5,66.5,3.8,66.7
319,10,31,158,15.0,9.55,54.7,16.8,57.0,22,1,0,48.2,74.1,90.9,4.4,70.2
320,10,32,1045,51.0,4.93,,47.5,286.0,93,9,3,88.6,40.9,98.1,1.1,70.4
321,11,1,31644,2181.0,6.89,52.0,16.0,11365.0,1969,127,117,37.3,88.8,97.2,2.8,57.4
322,11,2,1499,252.0,16.85,45.7,21.5,160.0,36,12,3,31.7,42.7,68.6,2.5,65.8
323,11,3,23921,1779.0,7.44,92.2,47.8,5108.0,1776,201,18,59.5,39.8,77.8,3.7,99.9
324,11,4,139627,11405.0,8.17,45.1,28.5,16878.0,7777,470,219,46.7,88.3,96.7,4.9,81.3
325,11,5,14156,812.0,5.74,66.2,39.2,3239.0,1432,114,84,74.0,53.3,70.6,4.8,84.0
326,11,6,1425,55.0,3.92,58.7,19.5,203.0,36,12,0,56.2,60.9,82.8,0.8,72.1
327,11,7,58983,3884.0,6.59,96.7,50.8,9600.0,3271,563,172,46.7,80.8,80.1,1.4,59.9
328,11,8,21827,3505.0,16.06,49.7,18.7,4547.0,1285,221,26,48.7,88.1,88.8,1.6,58.2
329,11,9,4657,300.0,6.46,70.9,49.0,1426.0,571,21,11,41.4,68.2,,0.7,93.4
330,11,10,31165,4571.0,14.67,60.0,19.5,4128.0,1246,272,29,61.1,60.8,97.3,2.2,59.6
331,11,11,69613,3442.0,4.94,58.8,33.2,7150.0,2099,460,96,33.4,93.8,96.5,3.6,80.9
332,11,12,15940,1156.0,7.25,55.6,18.8,8285.0,3163,133,46,69.6,44.6,89.3,3.1,98.7
333,11,13,81217,8024.0,9.88,46.0,26.7,16472.0,1979,307,131,78.1,81.4,95.2,0.6,80.6
334,11,14,130110,20170.0,15.5,81.5,56.0,33831.0,5263,789,129,70.7,48.5,80.3,3.1,99.3
335,11,15,1611,147.0,9.15,89.9,58.4,375.0,67,6,8,55.4,83.3,62.9,1.2,65.4
336,11,16,3612,88.0,2.44,80.4,36.7,799.0,282,24,5,51.8,49.4,82.6,1.5,97.8
337,11,17,1311,78.0,5.98,48.7,31.3,146.0,80,3,2,71.1,88.9,87.3,0.7,71.1
338,11,18,1722,43.0,2.5,69.5,41.2,176.0,85,13,1,44.2,58.3,69.9,1.3,71.1
339,11,19,50063,6102.0,12.19,63.3,29.6,5616.0,3102,326,138,36.8,87.5,95.2,3.2,74.8
340,11,20,14199,692.0,4.87,92.9,45.0,6225.0,1174,148,87,52.8,47.5,63.5,4.1,73.3
341,11,21,36431,1019.0,2.8,59.6,36.6,11016.0,2903,350,179,65.7,71.3,89.7,3.2,60.0
342,11,22,750,53.0,7.11,49.0,15.1,90.0,55,2,1,37.2,36.0,73.9,1.5,91.9
343,11,23,75021,7705.0,10.27,48.0,31.8,17039.0,4175,254,61,77.7,50.0,61.2,4.8,73.2
344,11,24,45830,6133.0,13.38,91.8,32.8,8521.0,2277,107,20,56.5,85.9,99.4,4.2,80.6
345,11,25,4910,683.0,13.91,53.5,36.9,1171.0,342,25,10,97.8,40.2,99.6,3.1,84.4
346,11,26,132468,12045.0,9.09,89.1,37.2,35825.0,13223,815,463,96.3,65.1,94.0,4.2,78.4
347,11,27,18173,1161.0,6.39,69.6,37.7,2662.0,1591,129,53,38.3,63.8,72.0,1.2,97.5
348,11,28,66628,5676.0,8.52,90.8,62.2,12813.0,4588,276,287,79.7,35.0,76.0,0.8,85.2
349,11,29,14130,676.0,4.79,49.8,23.4,7848.0,1480,98,28,40.1,48.5,64.2,4.7,60.8
350,11,30,16285,1854.0,11.39,75.5,31.3,,1120,32,29,48.1,93.9,97.5,1.0,67.4
351,11,31,302,27.0,9.11,88.2,43.4,57.0,13,1,0,59.5,58.1,87.4,3.4,62.3
352,11,32,970,115.0,11.91,78.3,51.3,253.0,44,8,4,51.3,80.9,84.9,3.9,60.3
353,12,1,50645,6023.0,11.89,91.1,34.0,15080.0,4147,194,150,89.7,95.3,64.2,2.2,86.6
354,12,2,667,63.0,9.57,60.6,29.9,431.0,48,4,2,30.1,36.3,93.4,4.3,92.7
355,12,3,22170,3311.0,14.93,97.1,43.1,6205.0,1458,187,78,88.9,65.0,61.6,3.1,95.7
356,12,4,85099,2648.0,3.11,52.1,23.7,26272.0,7959,312,214,76.8,41.7,66.5,0.7,59.0
357,12,5,22734,3724.0,16.38,97.1,41.9,6358.0,1020,212,46,81.9,40.1,61.9,4.6,65.7
358,12,6,1755,212.0,12.1,97.5,58.9,289.0,46,7,1,58.2,44.9,68.2,0.8,96.2
359,12,7,58574,2135.0,3.65,90.6,62.1,7078.0,5851,505,59,56.7,38.3,95.0,3.7,89.5
360,12,8,25834,4649.0,18.0,73.2,34.1,6889.0,1339,69,55,45.8,88.6,90.7,2.0,88.4
361,12,9,4497,540.0,12.02,51.6,31.6,1746.0,333,38,8,84.6,94.5,62.4,2.2,96.9
362,12,10,38447,4411.0,11.47,80.7,42.3,4583.0,2445,113,28,46.8,72.7,73.9,1.1,78.2
363,12,11,35283,3761.0,10.66,47.8,16.2,16328.0,2125,302,154,83.1,43.3,75.2,1.9,93.6
364,12,12,NA,691.0,4.47,62.1,19.2,3501.0,1957,213,46,48.1,83.9,94.5,2.4,59.8
365,12,13,53390,4436.0,8.31,52.9,30.6,24574.0,4672,489,160,47.0,75.6,70.3,4.2,66.6
366,12,14,96029,7708.0,8.03,45.8,21.7,35644.0,10435,552,80,44.2,59.3,,4.1,88.1
367,12,15,1628,,15.6,92.7,38.0,874.0,235,8,5,84.7,44.9,76.6,4.3,58.9
368,12,16,3952,696.0,17.62,64.6,28.8,969.0,262,14,3,41.4,61.5,61.5,2.7,63.9
369,12,17,856,48.0,5.7,52.7,31.9,257.0,81,6,3,89.4,73.0,74.7,2.7,97.5
370,12,18,2638,334.0,12.68,54.1,33.5,273.0,72,16,1,60.8,83.9,84.8,4.6,75.5
371,12,19,18616,390.0,2.1,96.0,60.4,7117.0,998,212,34,46.4,75.4,93.6,2.6,72.5
372,12,20,32913,951.0,2.89,55.2,38.6,7009.0,1279,176,77,80.5,50.9,75.7,1.3,57.2
373,12,21,95562,12589.0,13.17,77.5,33.2,17428.0,4760,623,149,72.7,68.4,75.2,0.6,82.5
374,12,22,679,69.0,10.18,82.2,28.9,98.0,58,5,0,45.6,80.6,68.5,4.4,63.8
375,12,23,87652,13334.0,15.21,58.5,30.6,14179.0,5360,324,118,70.0,64.1,91.5,1.7,71.8
376,12,24,44615,2442.0,5.47,65.7,25.6,4848.0,2537,237,115,56.6,65.5,82.1,1.7,86.5
377,12,25,4796,222.0,4.63,96.5,39.5,883.0,217,18,2,53.6,42.5,,1.6,93.6
378,12,26,130030,10036.0,7.72,45.0,27.8,63252.0,12645,1278,209,55.3,37.2,,4.3,93.7
379,12,27,11444,1173.0,10.25,61.8,23.5,2684.0,1594,74,47,74.0,40.9,67.7,4.5,68.0
380,12,28,55805,5086.0,9.11,96.9,49.9,10638.0,3302,204,164,54.8,68.3,,1.2,97.1
381,12,29,28332,3730.0,13.17,69.5,31.5,2686.0,1387,257,29,71.0,48.6,97.2,0.9,74.3
382,12,30,5622,249.0,4.44,92.6,32.2,3501.0,437,39,37,61.4,54.5,97.3,4.1,81.1
383,12,31,185,31.0,16.82,68.2,23.6,84.0,19,2,0,78.4,39.1,71.2,2.4,60.6
384,12,32,1699,183.0,10.82,58.8,31.4,124.0,112,6,1,85.9,71.3,64.0,2.4,91.6
385,13,1,32883,4022.0,12.23,48.9,16.4,10486.0,3045,113,158,60.9,48.0,98.4,4.7,94.0
386,13,2,713,39.0,5.49,60.9,38.6,447.0,39,10,1,42.4,43.8,88.6,1.7,66.1
387,13,3,28274,,10.72,49.1,19.2,6047.0,2695,87,100,69.7,64.4,89.4,1.3,56.3
388,13,4,135040,,10.52,98.2,54.0,29534.0,10333,773,183,48.1,63.7,,2.6,74.8
389,13,5,34227,4302.0,12.57,61.7,39.9,7684.0,1124,184,57,55.4,62.1,84.2,4.6,84.5
390,13,6,1856,218.0,11.78,87.0,52.6,438.0,66,6,2,62.5,78.5,67.7,1.4,62.5
391,13,7,65180,3238.0,4.97,78.6,50.9,14610.0,3696,186,151,60.6,65.3,80.2,3.5,97.8
392,13,8,18357,1818.0,9.91,56.2,36.1,2406.0,1073,223,30,97.0,59.2,75.7,3.3,96.2
393,13,9,7198,627.0,8.71,76.6,27.8,1259.0,579,45,10,96.3,46.6,98.3,2.8,78.4
394,13,10,40074,3787.0,9.45,88.6,55.2,8809.0,1398,294,44,58.2,86.8,,1.7,76.1
395,13,11,28303,4130.0,14.59,56.4,22.2,18196.0,2134,344,103,59.6,47.1,85.2,3.5,69.1
396,13,12,37694,4908.0,13.02,53.2,33.3,3286.0,2171,106,44,87.6,43.4,69.2,2.0,78.5
397,13,13,53913,7197.0,13.35,65.5,32.6,8979.0,5392,569,61,74.1,77.6,77.4,1.3,69.0
398,13,14,94607,14297.0,15.11,51.1,19.4,27690.0,2568,662,144,92.1,42.3,70.0,4.6,79.6
399,13,15,3197,131.0,4.12,90.5,44.1,655.0,91,23,3,89.0,57.0,65.9,1.5,80.3
400,13,16,4025,639.0,15.89,85.1,58.5,525.0,215,16,4,92.3,35.7,64.4,2.2,60.9
401,13,17,931,86.0,9.3,56.5,33.6,251.0,105,8,3,86.8,66.6,62.9,1.2,89.1
402,13,18,1882,59.0,3.17,87.3,36.7,181.0,82,15,5,43.8,89.1,96.1,1.3,83.3
403,13,19,48698,5547.0,11.39,63.7,40.3,11418.0,1770,96,77,62.0,94.7,86.8,2.1,63.1
404,13,20,not reported,2801.0,8.36,47.4,23.5,8478.0,2588,82,87,89.1,36.1,68.0,4.0,90.6
405,13,21,56770,2507.0,4.42,50.0,22.8,12541.0,6405,600,166,46.0,86.5,77.8,3.0,95.7
406,13,22,807,60.0,7.46,94.0,61.4,204.0,45,2,1,57.5,80.6,88.3,3.2,77.2
407,13,23,74621,12416.0,16.64,51.0,18.6,16744.0,5141,504,83,41.3,43.3,88.3,4.6,65.3
408,13,24,42991,7653.0,17.8,48.6,22.8,6296.0,2341,263,40,82.6,39.2,99.5,2.6,98.2
409,13,25,4003,209.0,5.24,94.3,49.3,1135.0,277,26,6,67.1,83.3,83.6,2.9,84.5
410,13,26,205343,26674.0,12.99,49.2,25.2,40484.0,14142,1709,220,44.6,80.6,96.1,0.8,64.8
411,13,27,16782,766.0,4.57,53.9,25.3,4906.0,923,62,15,66.3,70.3,99.6,1.4,76.7
412,13,28,63661,6285.0,9.87,95.9,33.4,9801.0,2646,389,191,87.5,52.7,90.6,3.1,80.4
413,13,29,22284,3642.0,16.35,93.1,32.3,4886.0,1284,247,31,83.1,40.9,70.3,2.1,70.0
414,13,30,14370,1106.0,7.7,87.2,48.1,1377.0,1099,104,31,60.0,61.5,61.9,2.9,92.7
415,13,31,228,11.0,5.22,58.2,30.1,40.0,25,1,0,90.4,58.5,98.3,3.5,65.3
416,13,32,1601,228.0,14.28,63.2,25.6,234.0,67,8,2,39.5,94.8,86.7,2.0,74.4
417,14,1,36894,1017.0,2.76,78.4,23.6,5742.0,1633,129,88,52.7,46.4,98.2,0.9,61.4
418,14,2,758,66.0,8.78,,39.1,365.0,112,12,1,58.4,88.0,66.1,4.1,72.3
419,14,3,24862,2077.0,8.36,68.4,21.6,3077.0,2733,174,93,54.1,59.7,99.2,1.5,99.7
420,14,4,50180,5772.0,11.5,58.2,27.0,,10115,389,305,53.3,54.2,96.0,2.1,65.9
421,14,5,23833,1745.0,7.32,77.1,29.8,3797.0,2601,193,56,84.7,45.7,88.4,3.0,97.3
422,14,6,1194,134.0,11.29,68.2,28.6,406.0,113,11,3,52.5,83.3,99.7,3.6,64.7
423,14,7,59938,7115.0,11.87,60.5,24.8,18104.0,5325,304,60,58.3,48.3,63.9,1.1,63.5
424,14,8,29776,3465.0,11.64,64.1,22.0,2344.0,2195,212,23,34.7,79.9,88.5,3.8,79.8
425,14,9,8533,517.0,6.07,83.2,40.0,1839.0,184,56,10,31.0,96.5,82.1,4.9,67.3
426,14,10,28451,651.0,2.29,,40.0,8052.0,3108,213,28,50.1,76.7,70.3,3.3,74.8
427,14,11,47706,6432.0,13.48,86.9,31.7,17783.0,5512,230,153,54.3,90.9,92.3,4.3,60.2
428,14,12,39209,2315.0,5.91,91.8,44.7,9460.0,2749,81,68,72.0,56.4,97.1,0.8,94.4
429,14,13,65226,3610.0,5.54,83.7,42.9,9653.0,3728,332,149,52.6,56.1,61.2,4.5,57.8
430,14,14,93124,12629.0,13.56,62.2,39.1,32611.0,6196,678,329,93.7,87.8,62.7,1.8,63.1
431,14,15,3618,270.0,7.47,70.2,25.4,465.0,165,11,8,40.1,92.1,96.4,2.0,92.0
432,14,16,3848,640.0,16.65,72.5,34.2,617.0,147,17,8,76.8,91.2,68.0,2.9,55.0
433,14,17,724,22.0,3.04,51.2,32.0,219.0,72,5,2,53.4,35.8,86.6,2.7,62.7
434,14,18,1438,203.0,14.13,71.6,41.1,430.0,85,8,4,75.4,72.3,83.7,4.5,90.5
435,14,19,20891,1982.0,9.49,70.8,30.7,4385.0,4012,350,41,30.7,87.8,88.6,4.0,81.0
436,14,20,25453,,2.09,84.1,49.1,8010.0,2099,143,20,64.5,75.1,60.5,4.2,85.0
437,14,21,86494,14812.0,17.13,88.9,40.5,7555.0,2096,467,184,82.5,95.2,89.1,5.0,74.1
438,14,22,402,41.0,10.23,48.2,25.3,120.0,30,2,1,83.0,63.7,71.2,4.5,81.6
439,14,23,75749,1986.0,2.62,81.3,36.3,18883.0,4854,400,64,75.9,35.8,77.2,3.3,65.4
440,14,24,16469,1015.0,6.16,65.2,33.0,6723.0,2675,212,42,32.1,60.1,72.4,2.1,77.4
441,14,25,4133,119.0,2.89,95.4,61.6,997.0,122,31,5,82.4,44.3,90.1,2.5,89.0
442,14,26,93645,5099.0,5.45,82.2,39.9,22598.0,20512,697,225,73.9,47.0,77.7,4.6,72.0
443,14,27,22002,3766.0,17.12,70.3,41.3,3590.0,985,53,24,64.4,45.8,66.7,2.2,65.7
444,14,28,62326,2679.0,4.3,60.5,38.7,22617.0,3590,346,142,50.5,50.4,99.9,2.0,68.1
445,14,29,19820,941.0,4.75,57.7,30.1,7956.0,2797,133,40,64.9,39.9,72.0,4.7,92.4
446,14,30,9076,979.0,10.79,81.4,36.0,1204.0,853,92,36,38.3,51.5,66.6,1.0,55.1
447,14,31,283,43.0,15.36,63.2,41.8,86.0,17,0,0,72.0,67.3,80.1,3.2,85.0
448,14,32,953,112.0,11.83,97.1,35.6,120.0,34,4,4,74.3,47.4,94.4,0.6,64.8
449,15,1,30196,1869.0,6.19,89.3,45.2,11244.0,3637,362,79,40.0,76.8,88.3,4.2,58.8
450,15,2,1615,166.0,10.31,57.2,21.5,279.0,55,9,2,55.4,35.5,77.8,3.9,94.0
451,15,3,27828,2076.0,7.46,74.8,33.2,5759.0,787,213,70,78.6,61.3,61.5,2.4,68.9
452,15,4,65869,8815.0,13.38,93.0,58.5,35440.0,6879,426,331,31.6,50.4,95.4,3.4,93.5
453,15,5,29173,4450.0,15.25,63.2,39.0,2538.0,1112,221,69,42.5,74.9,76.1,4.6,80.1
454,15,6,643,97.0,15.09,92.8,48.6,454.0,65,10,4,79.4,38.0,78.2,3.3,98.4
455,15,7,N/A,12205.0,16.23,89.5,41.5,17034.0,5425,453,95,59.3,44.5,66.1,1.8,95.0
456,15,8,14675,834.0,5.69,97.2,52.6,6828.0,759,162,42,39.6,59.8,83.0,3.7,58.5
457,15,9,4864,795.0,16.36,97.1,58.7,1525.0,271,53,20,96.6,77.0,93.5,4.9,84.3
458,15,10,34235,4237.0,12.38,74.6,28.9,6988.0,2662,244,63,94.3,37.1,89.6,5.0,95.2
459,15,11,31108,4838.0,15.55,93.6,35.0,,3374,386,197,85.9,60.7,66.4,0.8,74.3
460,15,12,23765,3892.0,16.38,73.8,23.3,6246.0,1894,196,19,55.8,57.5,69.6,2.3,92.4
461,15,13,63588,11141.0,17.52,85.9,35.9,13507.0,1969,177,116,69.1,38.7,72.4,2.6,85.7
462,15,14,76787,9948.0,12.96,95.3,31.8,35944.0,6858,949,350,47.1,88.6,83.9,4.9,93.5
463,15,15,2463,56.0,2.3,71.2,27.8,304.0,164,22,6,70.6,53.0,78.4,1.9,69.9
464,15,16,2957,292.0,9.9,82.5,37.6,743.0,292,17,9,42.2,50.4,90.0,4.9,94.6
465,15,17,1241,203.0,16.36,72.6,44.2,267.0,57,2,2,88.5,67.3,64.6,2.2,71.6
466,15,18,1948,281.0,14.45,70.9,32.8,605.0,127,8,5,47.6,89.0,86.2,0.8,89.8
467,15,19,33855,1331.0,3.93,70.0,36.2,12010.0,3499,188,105,65.4,94.0,99.5,1.9,58.3
468,15,20,NA,953.0,6.93,73.9,42.8,8233.0,1052,207,22,33.9,83.1,72.7,3.2,96.7
469,15,21,54296,4990.0,9.19,,28.0,18993.0,6113,604,90,62.8,84.8,99.4,2.9,76.7
470,15,22,772,115.0,14.95,74.8,26.9,196.0,30,2,1,40.9,95.5,91.7,1.6,89.8
471,15,23,92029,2561.0,2.78,51.5,20.3,22996.0,3710,491,132,61.7,87.4,69.5,1.0,86.4
472,15,24,39021,4394.0,11.26,80.5,32.4,7617.0,3270,116,31,67.8,76.9,91.0,4.0,93.0
473,15,25,4263,203.0,4.77,92.2,45.9,825.0,123,22,10,45.8,90.0,65.3,2.5,75.6
474,15,26,234199,29898.0,12.77,68.9,43.6,62733.0,15913,1774,529,83.8,62.5,90.7,2.6,59.6
475,15,27,10719,1652.0,15.41,59.9,22.3,3517.0,1290,121,55,32.7,68.4,69.2,1.9,57.4
476,15,28,92790,16139.0,17.39,,17.3,24337.0,8595,442,156,92.1,56.6,97.8,2.0,57.9
477,15,29,32022,5167.0,16.14,52.0,22.8,3211.0,870,111,24,96.9,41.3,,2.6,99.1
478,15,30,7251,489.0,6.75,55.2,20.1,2480.0,937,46,28,92.2,70.7,81.2,1.2,67.2
479,15,31,224,29.0,13.04,65.0,33.3,72.0,9,1,0,78.8,78.4,,3.0,78.9
480,15,32,825,104.0,12.68,68.4,40.8,246.0,114,8,1,86.2,62.1,62.5,3.3,66.7
481,16,1,55922,6883.0,12.31,82.9,55.1,7410.0,1669,352,145,83.2,35.4,71.5,4.7,97.6
482,16,2,1305,137.0,10.54,71.9,26.9,182.0,122,3,3,87.0,85.4,98.3,1.2,98.0
483,16,3,20509,707.0,3.45,74.9,36.7,10168.0,2737,103,62,94.4,86.3,91.9,3.0,89.5
484,16,4,113146,20200.0,17.85,,27.0,,8017,944,185,79.9,83.7,82.0,1.7,97.4
485,16,5,23179,1808.0,7.8,63.7,41.9,8017.0,1517,110,87,41.6,47.8,84.1,1.4,95.0
486,16,6,952,57.0,6.03,76.5,37.1,341.0,65,9,0,64.9,76.6,81.2,2.2,68.1
487,16,7,49251,5828.0,11.83,49.5,33.4,6871.0,2638,371,181,95.6,79.2,87.5,1.0,98.7
488,16,8,26280,2696.0,10.26,85.8,31.3,3002.0,2140,207,15,31.3,38.9,,4.3,90.9
489,16,9,4962,,5.65,84.9,36.5,584.0,226,50,12,92.8,47.2,70.0,3.2,86.5
490,16,10,33356,1757.0,5.27,49.6,23.2,8337.0,1172,179,98,67.3,43.1,98.6,1.1,75.7
