fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
1994,6,7,2,3,60125437,2991,285,2604,102,1821,1170,699,167,3.41,87.06,29.7,2022-06-01 00:00:00
1995,6,7,3,1,60705245,633,139,475,19,293,340,57,12,3,75.04,9.9,2022-06-01 00:00:00
1996,6,7,4,3,68978091,1665,251,1364,50,1240,425,128,31,3,81.92,19.4,2022-06-01 00:00:00
1997,6,7,5,5,60469068,1610,342,1243,25,1119,491,118,28,1.55,77.2,15.7,2022-06-01 00:00:00
1998,6,7,6,3,61945120,561,73,470,18,396,165,101,18,3.21,83.78,16.9,2022-06-01 00:00:00
1999,6,7,7,6,70114895,5660,496,4979,185,3488,2172,482,91,3.27,87.97,47.7,2022-06-01 00:00:00
2000,6,7,8,3,60834006,1812,424,1359,29,1264,548,287,59,1.6,75,18.1,2022-06-01 00:00:00
2001,6,7,9,4,65235728,4239,176,4017,46,2390,1849,314,23,1.09,94.76,34.6,2022-06-01 00:00:00
2002,6,7,10,2,68978330,3628,767,2736,125,1385,2243,267,25,3.45,75.41,35.5,2022-06-01 00:00:00
2003,6,7,11,4,65282569,1461,84,1374,3,936,525,188,43,0.21,94.05,7.8,2022-06-01 00:00:00
2004,6,7,12,2,64478846,2773,39,2664,70,1472,1301,338,49,2.52,96.07,30.3,2022-06-01 00:00:00
2005,6,8,1,2,25265257,656,14,620,22,409,247,111,32,3.35,94.51,26,2022-06-01 00:00:00
2006,6,8,2,1,26335343,376,59,312,5,183,193,75,15,1.33,82.98,9.5,2022-06-01 00:00:00
2007,6,8,3,2,26215552,180,12,165,3,109,71,24,3,1.67,91.67,4.7,2022-06-01 00:00:00
2008,6,8,4,6,27512272,271,41,229,1,173,98,45,11,0.37,84.5,10.2,2022-06-01 00:00:00
2009,6,8,5,1,25944251,448,84,363,1,282,166,34,4,0.22,81.03,10.3,2022-06-01 00:00:00
2010,6,8,6,6,27001602,659,79,568,12,488,171,72,8,1.82,86.19,17.2,2022-06-01 00:00:00
2011,6,8,7,5,25945297,508,14,488,6,378,130,43,5,1.18,96.06,12.1,2022-06-01 00:00:00
2012,6,8,8,5,28246381,1002,200,769,33,674,328,208,24,3.29,76.75,30.7,2022-06-01 00:00:00
2013,6,8,9,6,27696792,913,212,695,6,430,483,107,18,0.66,76.12,20.2,2022-06-01 00:00:00
2014,6,8,10,1,28762000,1762,105,1608,49,816,946,436,106,2.78,91.26,34,2022-06-01 00:00:00
2015,6,8,11,1,24699218,714,43,651,20,510,204,143,40,2.8,91.18,19.5,2022-06-01 00:00:00
2016,6,8,12,4,27324210,154,6,144,4,85,69,20,2,2.6,93.51,13.8,2022-06-01 00:00:00
2017,6,9,1,3,6634411,100,12,86,2,39,61,21,5,2,86,10.1,2022-06-01 00:00:00
2018,6,9,2,2,6543599,93,22,71,0,63,30,20,1,0,76.34,4.4,2022-06-01 00:00:00
2019,6,9,3,6,7044087,62,5,57,0,22,40,14,0,0,91.94,0.8,2022-06-01 00:00:00
2020,6,9,4,3,6940670,35,2,32,1,17,18,6,0,2.86,91.43,8.3,2022-06-01 00:00:00
2021,6,9,5,1,6991740,149,19,126,4,73,76,31,1,2.68,84.56,13.4,2022-06-01 00:00:00
2022,6,9,6,3,6587871,30,3,27,0,18,12,5,1,0,90,3.5,2022-06-01 00:00:00
2023,6,9,7,6,6817695,142,21,121,0,94,48,20,10,0,85.21,11.8,2022-06-01 00:00:00
2024,6,9,8,1,6742569,551,111,435,5,384,167,87,8,0.91,78.95,38.5,2022-06-01 00:00:00
2025,6,9,9,5,6989605,302,23,272,7,161,141,61,12,2.32,90.07,27.1,2022-06-01 00:00:00
2026,6,9,10,1,6465369,158,15,142,1,64,94,10,2,0.63,89.87,11.5,2022-06-01 00:00:00
2027,6,9,11,4,6621219,116,23,91,2,55,61,11,0,1.72,78.45,17.5,2022-06-01 00:00:00
2028,6,9,12,2,7197984,336,19,312,5,182,154,18,4,1.49,92.86,26,2022-06-01 00:00:00
2029,6,10,1,5,33557785,857,136,693,28,367,490,101,25,3.27,80.86,23.2,2022-06-01 00:00:00
2030,6,10,2,3,34413930,451,28,411,12,232,219,77,9,2.66,91.13,11.3,2022-06-01 00:00:00
2031,6,10,3,3,32848106,829,193,629,7,612,217,156,8,0.84,75.87,11.8,2022-06-01 00:00:00
2032,6,10,4,5,34418594,723,92,611,20,370,353,87,18,2.77,84.51,18.2,2022-06-01 00:00:00
2033,6,10,5,2,36827827,311,46,257,7,167,144,76,8,2.57,82.64,9.8,2022-06-01 00:00:00
2034,6,10,6,4,36606499,580,42,530,8,373,207,70,10,1.38,91.38,9.3,2022-06-01 00:00:00
2035,6,10,7,1,34202183,2428,237,2124,67,853,1575,339,43,2.76,87.48,34.9,2022-06-01 00:00:00
2036,6,10,8,1,38540269,509,49,449,11,207,302,30,5,2.16,88.21,11.8,2022-06-01 00:00:00
2037,6,10,9,5,35939878,1358,122,1218,18,706,652,128,37,1.33,89.69,16.8,2022-06-01 00:00:00
2038,6,10,10,2,36293236,1187,24,1125,38,563,624,92,6,3.2,94.78,26.1,2022-06-01 00:00:00
2039,6,10,11,5,38134781,519,32,481,6,229,290,112,8,1.16,92.68,7.4,2022-01-06 00:00:00
2040,6,10,12,6,33399825,857,114,728,15,555,302,70,31,1.75,84.95,15.6,2022-06-01 00:00:00
2041,6,11,1,3,63794288,784,112,652,20,469,315,110,8,2.55,83.16,16.5,2022-06-01 00:00:00
2042,6,11,2,4,66761809,2258,312,1941,5,1506,752,233,51,0.22,85.96,13.4,2022-06-01 00:00:00
2043,6,11,3,3,62627187,413,37,466,6,299,114,28,7,1.45,89.59,7.6,2022-06-01 00:00:00
2044,6,11,4,1,59649840,777,79,683,15,332,445,172,34,1.93,87.9,15.7,2022-06-01 00:00:00
2045,6,11,5,2,58154613,434,96,335,3,162,272,70,17,0.69,77.19,5.2,2022-06-01 00:00:00
2046,6,11,6,3,65045882,621,25,592,4,442,179,109,28,0.64,95.33,10.8,2022-06-01 00:00:00
2047,6,11,7,6,62376554,1872,322,1515,35,1004,868,238,29,1.87,80.93,22.3,2022-06-01 00:00:00
2048,6,11,8,6,63872209,2877,369,2421,87,1984,893,398,95,3.02,84.15,30.5,2022-06-01 00:00:00
2049,6,11,9,1,64377123,1489,107,1352,30,740,749,108,22,2.01,90.8,16.5,2022-06-01 00:00:00
2050,6,11,10,2,57577185,4334,742,3459,133,2018,2316,704,61,3.07,79.81,45.2,2022-06-01 00:00:00
2051,6,11,11,2,65506877,2634,541,2028,65,1506,1128,469,130,2.47,76.99,25.5,2022-06-01 00:00:00
2052,6,11,12,4,63274853,1070,87,958,25,546,524,214,27,2.34,89.53,19.5,2022-06-01 00:00:00
2053,6,12,1,3,32021623,891,137,746,8,656,235,179,40,0.9,83.73,16.7,2022-06-01 00:00:00
2054,6,12,2,1,33737762,767,147,596,24,309,458,122,18,3.13,77.71,18.1,2022-06-01 00:00:00
2055,6,12,3,3,34676592,318,64,244,10,119,199,71,9,3.14,76.73,11.9,2022-06-01 00:00:00
2056,6,12,4,4,31016512,862,60,780,22,584,278,171,31,2.55,90.49,21.1,2022-06-01 00:00:00
2057,6,12,5,4,34833728,841,65,755,21,528,313,98,8,2.5,89.77,22.8,2022-06-01 00:00:00
2058,6,12,6,4,33576689,826,60,756,10,391,435,109,25,1.21,91.53,10.3,2022-06-01 00:00:00
2059,6,12,7,4,33984401,1735,107,1610,18,1031,704,255,61,1.04,92.8,26.6,2022-06-01 00:00:00
2060,6,12,8,6,31583193,1626,338,1250,38,715,911,377,50,2.34,76.88,32.5,2022-06-01 00:00:00
2061,6,12,9,2,32007483,1913,431,1460,22,673,1240,111,8,1.15,76.32,28.5,2022-06-01 00:00:00
2062,6,12,10,6,35283488,430,100,329,1,175,255,37,4,0.23,76.51,5.4,2022-06-01 00:00:00
2063,6,12,11,2,35369631,536,65,459,12,340,196,31,7,2.24,85.63,19,2022-06-01 00:00:00
2064,6,12,12,5,33158698,1133,45,1071,17,400,733,181,23,1.5,94.53,21.2,2022-06-01 00:00:00
2065,6,13,1,5,75454206,2783,607,2096,80,1343,1440,466,69,2.87,75.31,24.2,2022-06-01 00:00:00
2066,6,13,2,2,82787621,565,45,515,5,396,169,108,6,0.88,91.15,8.8,2022-06-01 00:00:00
2067,6,13,3,3,77607697,2802,494,2211,97,1310,1492,180,40,3.46,78.91,27.9,2022-06-01 00:00:00
2068,6,13,4,6,83889872,875,178,692,5,597,278,160,39,0.57,79.09,4.1,2022-06-01 00:00:00
2069,6,13,5,6,81114881,1241,208,1028,5,483,758,192,37,0.4,82.84,8.9,2022-06-01 00:00:00
2070,6,13,6,2,76174538,1005,48,946,11,731,274,170,31,1.09,94.13,10.8,2022-06-01 00:00:00
2071,6,13,7,4,81167292,5985,656,5313,16,3628,2357,486,123,0.27,88.77,40.2,2022-06-01 00:00:00
2072,6,13,8,4,76175714,1374,231,1100,43,757,617,91,20,3.13,80.06,12.9,2022-06-01 00:00:00
2073,6,13,9,1,77949320,1842,232,1578,32,1140,702,389,46,1.74,85.67,14.7,2022-06-01 00:00:00
2074,6,13,10,3,83997250,3040,481,2459,100,1728,1312,215,33,3.29,80.89,24.9,2022-06-01 00:00:00
2075,6,13,11,6,74606004,4189,940,3179,70,2960,1229,659,131,1.67,75.89,29.5,2022-06-01 00:00:00
2076,6,13,12,6,81612553,1336,57,1235,44,518,818,287,74,3.29,92.44,19.7,2022-06-01 00:00:00
2077,6,14,1,5,117398843,1459,71,1380,8,513,946,342,96,0.55,94.59,4.8,2022-06-01 00:00:00
2078,6,14,2,6,112187263,2189,475,466,59,1151,1038,304,87,2.7,75.61,21.1,2022-06-01 00:00:00
2079,6,14,3,5,116512213,1080,176,890,14,387,693,236,66,1.3,82.41,4.3,2022-06-01 00:00:00
2080,6,14,4,6,112516442,1846,352,1475,19,1191,655,286,15,1.03,79.9,8.6,2022-06-01 00:00:00
2081,6,14,5,4,114695477,2169,150,1952,67,1134,1035,485,81,3.09,90,15.5,2022-06-01 00:00:00
2082,6,14,6,2,107919864,1700,49,1377,7,989,711,89,11,0.65,81,13.4,2022-06-01 00:00:00
2083,6,14,7,6,121640198,1592,144,1437,11,1102,490,81,23,0.69,90.26,8.4,2022-06-01 00:00:00
2084,6,14,8,4,108509628,7922,156,7678,88,5736,2186,681,94,1.11,96.92,34.2,2022-06-01 00:00:00
2085,6,14,9,5,115293909,1716,247,1446,23,609,1107,271,68,1.34,84.27,14.4,2022-06-01 00:00:00
2086,6,14,10,5,115971851,4991,988,3845,158,3182,1809,820,227,3.17,77.04,25.7,2022-01-06 00:00:00
2087,6,14,11,6,112073676,4386,186,4100,100,2499,1887,678,66,2.28,93.48,25.5,2022-06-01 00:00:00
2088,6,14,12,5,105907632,3250,147,3003,100,1392,1858,685,124,3.08,92.4,24.7,2022-06-01 00:00:00
2089,6,15,1,4,2841587,45,5,40,0,17,28,6,0,0,88.89,5.3,2022-06-01 00:00:00
2090,6,15,2,1,3000497,96,19,74,3,58,38,10,1,3.12,77.08,26.9,2022-06-01 00:00:00
2091,6,15,3,3,3032740,44,8,35,1,17,27,9,2,1.37,79.55,18.2,2022-06-01 00:00:00
2092,6,15,4,3,2970489,60,6,54,0,30,30,4,0,0,90,4.7,2022-01-06 00:00:00
2093,6,15,5,2,2924123,31,8,23,0,17,14,1,0,0,74.19,3.4,2022-06-01 00:00:00
2094,6,15,6,4,2665631,26,3,23,0,16,10,4,0,0,88.46,7,2022-06-01 00:00:00
2095,6,15,7,2,2906525,160,9,151,0,113,47,21,4,0,94.38,30.7,2022-01-06 00:00:00
2096,6,15,8,4,2714093,169,10,158,1,62,107,21,5,0.59,93.49,26.2,2022-06-01 00:00:00
2097,6,15,9,4,2951473,126,4,121,1,50,76,26,6,0.79,96.03,21.3,2022-06-01 00:00:00
2098,6,15,10,4,3068034,38,8,29,1,16,22,8,0,2.63,76.32,11,2022-06-01 00:00:00
2099,6,15,11,1,2952066,84,4,79,1,54,30,13,2,1.19,94.05,19.9,2022-06-01 00:00:00
2100,6,15,12,6,2817022,16,1,15,0,7,9,2,0,0,93.75,3.3,2022-06-01 00:00:00
2101,6,16,1,1,2908344,66,9,57,0,33,33,13,3,0,86.36,14,2022-06-01 00:00:00
2102,6,16,2,1,3282273,68,16,51,1,27,41,12,1,1.47,75,11,2022-06-01 00:00:00
2103,6,16,3,1,2963898,22,2,20,0,9,13,3,0,0,90.91,2.7,2022-06-01 00:00:00
2104,6,16,4,5,3102670,11,3,8,0,4,7,0,0,0,72.73,3.7,2022-06-01 00:00:00
2105,6,16,5,6,2959101,46,4,42,0,22,24,6,0,0,91.3,6.8,2022-06-01 00:00:00
2106,6,16,6,5,3224399,58,4,53,1,31,27,7,1,1.72,91.38,13.3,2022-06-01 00:00:00
2107,6,16,7,6,3188812,177,2,169,6,116,61,18,3,3.39,95.48,40.4,2022-06-01 00:00:00
2108,6,16,8,3,3205157,44,5,39,0,18,26,7,1,0,88.64,6.4,2022-06-01 00:00:00
2109,6,16,9,1,3149332,64,4,60,0,35,29,9,1,0,93.75,12.8,2022-06-01 00:00:00
2110,6,16,10,4,3393354,31,3,28,0,19,12,5,1,0,90.32,7.8,2022-06-01 00:00:00
2111,6,16,11,5,3118465,98,12,86,0,46,52,20,3,0,87.76,16.6,2022-06-01 00:00:00
2112,6,16,12,6,3201339,45,9,36,0,23,22,5,0,1.37,80,3.2,2022-06-01 00:00:00
2113,6,17,1,6,1166149,28,4,24,0,13,15,3,0,0,85.71,11.1,2022-06-01 00:00:00
2114,6,17,2,1,1109006,28,3,25,0,19,9,4,0,0,89.29,11.8,2022-06-01 00:00:00
2115,6,17,3,2,1087248,30,6,23,1,19,11,1,0,3.33,76.67,18.2,2022-06-01 00:00:00
2116,6,17,4,3,1073360,12,3,9,0,7,5,2,0,0,75,5.4,2022-06-01 00:00:00
2117,6,17,5,3,1107567,21,5,16,0,11,10,4,0,0,76.19,8.4,2022-06-01 00:00:00
2118,6,17,6,3,1139071,6,1,5,0,2,4,1,0,0,83.33,0,2022-06-01 00:00:00
2119,6,17,7,1,1032832,36,9,27,0,19,17,4,10,0,75,11,2022-06-01 00:00:00
2120,6,17,8,4,1042905,58,10,47,1,43,15,6,0,1.72,81.03,24.5,2022-06-01 00:00:00
2121,6,17,9,6,1115598,55,11,44,0,37,18,10,1,0,80,25.4,2022-06-01 00:00:00
2122,6,17,10,4,1067426,27,2,25,0,17,10,1,0,0,92.59,15.7,2022-06-01 00:00:00
2123,6,17,11,5,1166709,48,4,43,1,19,29,10,1,2.08,89.58,24.9,2022-06-01 00:00:00
2124,6,17,12,1,1115744,14,1,13,0,5,9,2,0,0,92.86,5.8,2022-06-01 00:00:00
2125,6,18,1,4,2037585,64,7,57,0,34,30,9,2,0,89.06,18,2022-06-01 00:00:00
2126,6,18,2,2,2119202,65,12,53,0,40,25,14,1,0,81.54,11.2,2022-06-01 00:00:00
2127,6,18,3,1,2128902,38,8,30,0,23,15,5,1,0,78.95,13.6,2022-06-01 00:00:00
2128,6,18,4,1,1915288,43,5,37,1,31,12,5,1,2.33,86.05,16.6,2022-06-01 00:00:00
2129,6,18,5,6,2129652,20,2,18,0,12,8,3,0,0,90,3.4,2022-06-01 00:00:00
2130,6,18,6,4,2042564,12,1,11,0,8,4,2,10,0,91.67,2.7,2022-06-01 00:00:00
2131,6,18,7,5,2068869,156,3,150,3,56,100,18,1,1.92,96.15,39.7,2022-06-01 00:00:00
2132,6,18,8,2,2057691,86,15,71,0,54,32,17,1,0,82.56,22.2,2022-06-01 00:00:00
2133,6,18,9,1,2147263,70,8,62,0,41,29,6,0,0,88.57,18,2022-06-01 00:00:00
2134,6,18,10,1,2011667,98,20,76,2,62,36,5,0,1.37,77.55,24.5,2022-06-01 00:00:00
2135,6,18,11,4,1945067,44,10,34,0,24,20,2,0,0,77.27,14.3,2022-06-01 00:00:00
2136,6,18,12,4,2061589,41,8,33,0,29,12,2,0,0,80.49,8.7,2022-06-01 00:00:00
2137,6,19,1,2,42261470,435,38,396,1,153,282,41,3,0.23,91.03,0.6,2022-06-01 00:00:00
2138,6,19,2,2,44237276,858,114,730,14,381,477,172,21,1.63,85.08,17.7,2022-06-01 00:00:00
2139,6,19,3,2,41385767,949,224,719,6,349,600,209,41,1.37,75.76,8.7,2022-06-01 00:00:00
2140,6,19,4,6,46260879,426,18,402,6,296,130,82,22,1.41,94.37,13,2022-06-01 00:00:00
2141,6,19,5,3,43814178,605,64,537,4,410,195,112,8,0.66,88.76,11.3,2022-06-01 00:00:00
2142,6,19,6,4,43481761,738,146,579,13,331,407,126,16,1.76,78.46,12.6,2022-06-01 00:00:00
2143,6,19,7,5,43925708,2178,104,2070,4,1630,548,109,11,0.18,95.04,26.3,2022-06-01 00:00:00
2144,6,19,8,2,43973586,2462,464,1930,68,1706,756,514,146,2.76,78.39,37.2,2022-06-01 00:00:00
2145,6,19,9,3,45082487,1331,104,1187,40,494,837,182,44,3.01,89.18,26.5,2022-06-01 00:00:00
2146,6,19,10,4,44887283,1013,184,804,25,447,566,252,13,2.47,79.37,13.7,2022-06-01 00:00:00
2147,6,19,11,2,45658886,1532,127,466,51,1067,465,147,10,3.33,88.38,23.9,2022-06-01 00:00:00
2148,6,19,12,6,42146890,1651,32,1583,36,865,786,332,73,2.18,95.88,24.2,2022-06-01 00:00:00
2149,6,20,1,5,29620837,977,210,740,27,630,347,70,33,2.76,75.74,19.9,2022-06-01 00:00:00
2150,6,20,2,6,27444894,790,135,646,9,423,367,87,7,1.14,81.77,16.1,2022-06-01 00:00:00
2151,6,20,3,3,28017676,785,47,735,3,566,219,105,22,0.38,93.63,16.9,2022-06-01 00:00:00
2152,6,20,4,5,27552153,586,107,462,17,393,193,102,27,2.9,78.84,14.7,2022-06-01 00:00:00
2153,6,20,5,2,29252876,450,56,384,10,311,139,49,6,2.22,85.33,17.8,2022-06-01 00:00:00
2154,6,20,6,6,27114163,749,159,577,13,376,373,157,32,1.74,77.04,22.4,2022-06-01 00:00:00
2155,6,20,7,3,26553404,2425,141,2277,7,1444,981,490,103,0.29,93.9,38.3,2022-06-01 00:00:00
2156,6,20,8,2,29864968,457,55,397,5,208,249,34,6,1.09,86.87,8.4,2022-06-01 00:00:00
2157,6,20,9,6,29778720,1242,108,1130,4,878,364,106,20,0.32,90.98,20.4,2022-06-01 00:00:00
2158,6,20,10,2,26682153,1431,95,1329,7,559,872,202,13,0.49,92.87,29.9,2022-06-01 00:00:00
2159,6,20,11,6,29469457,919,143,766,10,349,570,70,29,1.09,83.35,15.8,2022-06-01 00:00:00
2160,6,20,12,6,27020615,909,124,776,9,679,230,188,13,0.99,85.37,21.7,2022-06-01 00:00:00
2161,6,21,1,3,72592244,2606,510,2034,62,1749,857,602,97,2.38,78.05,21.2,2022-06-01 00:00:00
2162,6,21,2,5,75926515,3518,220,3285,13,2520,998,335,90,0.37,93.38,18.6,2022-06-01 00:00:00
2163,6,21,3,6,72956358,1747,143,1571,33,1067,680,298,30,1.89,89.93,14.8,2022-06-01 00:00:00
2164,6,21,4,6,71221251,687,128,553,6,509,178,35,3,0.87,80.49,6.2,2022-06-01 00:00:00
2165,6,21,5,5,77054606,1991,111,1845,35,1260,731,407,39,1.76,92.67,18.8,2022-06-01 00:00:00
2166,6,21,6,4,69507109,584,42,531,11,387,197,138,36,1.88,90.92,7.1,2022-06-01 00:00:00
2167,6,21,7,5,75105937,3522,220,3212,90,2466,1056,572,52,2.56,91.2,30.4,2022-06-01 00:00:00
2168,6,21,8,4,69023813,4923,1035,3758,130,2132,2791,815,75,2.64,76.34,35.6,2022-06-01 00:00:00
2169,6,21,9,6,76038331,3106,729,2368,9,1669,1437,641,33,0.29,76.24,16.1,2022-01-06 00:00:00
2170,6,21,10,3,79387501,4524,119,4254,151,3134,1390,1118,270,3.34,94.03,38.9,2022-06-01 00:00:00
2171,6,21,11,2,72189180,1098,237,837,24,562,536,118,12,2.19,76.23,10.3,2022-06-01 00:00:00
2172,6,21,12,6,72499762,877,168,704,7,320,557,99,16,0.57,80.27,12.1,2022-06-01 00:00:00
2173,6,22,1,1,698307,11,2,9,0,5,6,1,0,0,81.82,4.7,2022-06-01 00:00:00
2174,6,22,2,3,610986,28,4,24,0,12,16,6,1,0,85.71,10.9,2022-06-01 00:00:00
2175,6,22,3,5,669592,25,5,20,0,12,13,2,0,0,80,9.9,2022-06-01 00:00:00
2176,6,22,4,4,629766,6,2,4,0,3,3,0,0,0,66.67,7.3,2022-06-01 00:00:00
2177,6,22,5,6,685634,16,3,13,0,10,6,1,0,0,81.25,10.1,2022-06-01 00:00:00
2178,6,22,6,2,686903,6,1,5,0,2,4,0,0,0,83.33,4.7,2022-06-01 00:00:00
2179,6,22,7,5,665930,17,3,14,0,12,5,1,10,1.37,82.35,8.6,2022-06-01 00:00:00
2180,6,22,8,5,616978,36,9,27,0,19,17,4,1,0,75,17.6,2022-06-01 00:00:00
2181,6,22,9,6,618025,19,2,17,0,9,10,70,0,0,89.47,13.5,2022-06-01 00:00:00
2182,6,22,10,6,654791,25,4,21,0,10,15,4,0,0,84,16.4,2022-06-01 00:00:00
2183,6,22,11,4,692491,8,2,6,0,4,4,1,0,0,75,5.4,2022-06-01 00:00:00
2184,6,22,12,6,615217,21,4,17,0,7,14,3,0,0,80.95,11.7,2022-06-01 00:00:00
2185,6,23,1,5,75894476,1898,304,1587,7,1283,615,327,74,0.37,83.61,11.6,2022-01-06 00:00:00
2186,6,23,2,6,77352999,1160,204,931,25,790,370,86,9,2.16,80.26,18.1,2022-06-01 00:00:00
2187,6,23,3,5,69846188,1427,217,1170,40,826,601,181,19,2.8,81.99,19.2,2022-06-01 00:00:00
2188,6,23,4,4,73595190,251,46,200,5,151,100,28,8,1.99,79.68,8.5,2022-06-01 00:00:00
2189,6,23,5,6,73556524,2163,338,1801,24,935,1228,454,36,1.11,83.26,14.5,2022-06-01 00:00:00
2190,6,23,6,6,70957800,1697,125,1554,18,736,961,95,22,1.06,91.57,18.1,2022-06-01 00:00:00
2191,6,23,7,5,76145882,1380,119,1247,14,793,587,220,53,1.01,90.36,12.6,2022-06-01 00:00:00
2192,6,23,8,5,72106266,2784,456,2289,39,1166,1618,573,30,1.4,82.22,17.8,2022-06-01 00:00:00
2193,6,23,9,6,74305781,2802,495,2287,20,1174,1628,304,22,0.71,81.62,23.6,2022-06-01 00:00:00
2194,6,23,10,3,67703784,1812,306,1498,8,1172,640,234,64,0.44,82.67,12.8,2022-06-01 00:00:00
2195,6,23,11,6,68903078,2465,146,2308,11,1044,1421,212,47,0.45,93.63,18.2,2022-01-06 00:00:00
2196,6,23,12,2,67577518,940,73,846,21,387,553,59,13,2.23,90,14.5,2022-06-01 00:00:00
2197,6,24,1,1,35907951,783,62,695,26,334,449,52,11,3.32,88.76,17.7,2022-06-01 00:00:00
2198,6,24,2,4,39473047,671,122,528,21,312,359,41,10,3.13,78.69,18.7,2022-06-01 00:00:00
2199,6,24,3,3,36488431,459,36,408,15,300,159,50,12,3.27,88.89,19.9,2022-06-01 00:00:00
2200,6,24,4,5,38708966,745,15,722,8,545,200,182,33,1.07,96.91,11.2,2022-06-01 00:00:00
2201,6,24,5,1,34847758,962,82,466,24,663,299,212,31,2.49,88.98,16.5,2022-06-01 00:00:00
2202,6,24,6,6,38755488,735,117,595,23,514,221,44,7,1.37,80.95,23.4,2022-06-01 00:00:00
2203,6,24,7,1,35086321,776,30,739,7,452,324,126,18,0.9,95.23,15.3,2022-06-01 00:00:00
2204,6,24,8,3,33847690,1203,93,1070,40,477,726,94,19,3.33,88.94,23.2,2022-06-01 00:00:00
2205,6,24,9,6,38134169,1502,267,1228,7,611,891,269,32,0.47,81.76,20.8,2022-06-01 00:00:00
2206,6,24,10,6,35559702,1395,59,1301,35,521,874,257,46,2.51,93.26,23,2022-06-01 00:00:00
2207,6,24,11,5,35657578,574,71,498,5,248,326,142,29,0.87,86.76,14.5,2022-06-01 00:00:00
2208,6,24,12,1,33910629,295,19,274,2,107,188,27,6,0.68,92.88,10.1,2022-06-01 00:00:00
2209,6,25,1,3,3827675,76,4,70,2,45,31,12,0,2.63,92.11,18.3,2022-06-01 00:00:00
2210,6,25,2,2,3753173,106,12,91,3,67,39,7,0,2.83,85.85,26.2,2022-06-01 00:00:00
2211,6,25,3,5,3886631,27,1,26,0,13,14,5,0,0,96.3,0,2022-06-01 00:00:00
2212,6,25,4,5,3929149,56,3,53,0,30,26,12,2,0,94.64,11.8,2022-06-01 00:00:00
2213,6,25,5,1,4072814,74,18,56,0,31,43,16,3,0,75.68,13.8,2022-06-01 00:00:00
2214,6,25,6,2,4041754,40,10,30,0,28,12,7,0,0,75,8.3,2022-06-01 00:00:00
2215,6,25,7,3,3803669,199,17,180,2,96,103,22,5,1.01,90.45,24.1,2022-06-01 00:00:00
2216,6,25,8,2,3814471,210,29,177,4,121,89,43,9,1.9,84.29,30.7,2022-06-01 00:00:00
2217,6,25,9,5,3571874,42,3,39,0,28,14,8,1,0,92.86,6.8,2022-06-01 00:00:00
2218,6,25,10,5,3528604,152,18,133,1,88,64,20,4,0.66,87.5,23.4,2022-06-01 00:00:00
2219,6,25,11,6,3924511,120,16,103,1,64,56,6,0,0.83,85.83,16.1,2022-06-01 00:00:00
2220,6,25,12,6,3582411,110,19,88,3,52,58,5,1,2.73,80,20.1,2022-06-01 00:00:00
2221,6,26,1,2,210796007,5078,669,4370,39,3243,1835,1016,119,0.77,86.06,12.9,2022-06-01 00:00:00
2222,6,26,2,5,217828981,3402,149,3209,44,1336,2066,239,69,1.29,94.33,9.8,2022-06-01 00:00:00
2223,6,26,3,2,226100058,6941,730,6165,46,4707,2234,753,158,0.66,88.82,12.7,2022-06-01 00:00:00
2224,6,26,4,6,197497227,1187,83,1064,40,436,751,293,74,3.37,89.64,7.7,2022-06-01 00:00:00
2225,6,26,5,4,208052490,3628,461,3079,88,2710,918,212,22,2.43,84.87,13.6,2022-06-01 00:00:00
2226,6,26,6,1,220393639,928,92,828,8,590,338,54,3,0.86,89.22,5.9,2022-06-01 00:00:00
2227,6,26,7,5,222734418,5796,95,5583,118,2806,2990,480,72,2.04,96.33,21.2,2022-06-01 00:00:00
2228,6,26,8,1,199458871,9641,2229,7337,75,3829,5812,2115,258,0.78,76.1,21.7,2022-06-01 00:00:00
2229,6,26,9,3,197140343,14238,955,12817,466,8898,5340,2323,392,3.27,90.02,42.4,2022-06-01 00:00:00
2230,6,26,10,5,211242881,6783,998,5693,92,3388,3395,1268,182,1.36,83.93,14.4,2022-06-01 00:00:00
2231,6,26,11,1,216474178,3914,101,3762,51,2853,1061,731,174,1.3,96.12,9.7,2022-06-01 00:00:00
2232,6,26,12,6,196985280,1320,114,1188,18,857,463,285,32,1.36,90,4.2,2022-06-01 00:00:00
2233,6,27,1,5,19209423,200,36,161,3,135,65,10,1,1.5,80.5,5.2,2022-06-01 00:00:00
2234,6,27,2,1,19181782,358,16,341,1,248,110,52,7,0.28,95.25,13.2,2022-06-01 00:00:00
2235,6,27,3,5,19270331,733,112,602,19,272,461,163,23,2.59,82.13,25.2,2022-06-01 00:00:00
2236,6,27,4,6,18979585,305,65,240,0,189,116,49,7,0,78.69,12.3,2022-01-06 00:00:00
2237,6,27,5,6,19249326,316,23,283,10,204,112,66,8,3.16,89.56,13.8,2022-06-01 00:00:00
2238,6,27,6,2,18019728,412,26,384,2,256,156,29,4,0.49,93.2,11.6,2022-06-01 00:00:00
2239,6,27,7,4,19170366,1025,117,887,21,386,639,195,29,2.05,86.54,32.1,2022-06-01 00:00:00
